date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600039,9.8800,7.245533,1.927345,0.605979,19.629291
2023-07-06,sh.600039,9.9000,7.260200,1.931247,0.607206,19.669026
