date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600061,7.1000,12.186312,0.930472,2.697475,2.705349
2023-07-06,sh.600061,7.0700,12.134821,0.926541,2.686077,2.693918
