date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600016,3.7500,4.589095,0.315509,1.151240,-2.578065
2023-07-06,sh.600016,3.7400,4.576858,0.314668,1.148170,-2.571190
