date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600019,5.7300,12.385016,0.649074,0.352691,-68.987276
2023-07-06,sh.600019,5.6800,12.276944,0.643410,0.349614,-68.385293
