code,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr,pubDate,statDate
sh.600403,0.358551,0.6414489999999999,0.13175599999999998,5.190514,0.23300900000000002,1.243212,0.23300900000000002,2023-04-26,2023-03-31
sh.600405,0.582893,0.41710699999999995,0.192693,-3.207997,0.026586000000000002,,0.026586000000000002,2023-04-28,2023-03-31
sh.600406,0.727958,0.272042,0.5403899999999999,,-0.327342,-3.816333,-0.327342,2023-04-28,2023-03-31
sh.600408,0.168293,0.831707,0.429961,-2.22242,0.046388,,0.046388,2023-04-22,2023-03-31
sh.600409,0.36015,0.63985,0.412454,1.746187,0.010024,10.082986,0.010024,2023-04-28,2023-03-31
sh.600410,0.472991,0.5270090000000001,0.41129,7.159688,0.316796,4.711272,0.316796,2023-04-28,2023-03-31
sh.600415,0.143503,0.856497,0.29356,33.796631,-0.146454,-0.254365,-0.146454,2023-04-12,2023-03-31
sh.600416,0.71317,0.28683000000000003,0.371298,18.231986,-0.053026,-0.6076189999999999,-0.053026,2023-04-29,2023-03-31
sh.600418,0.561078,0.43892200000000003,0.201754,4.153084,0.167504,13.386601,0.16724,2023-04-29,2023-03-31
sh.600419,0.318073,0.6819270000000001,0.590472,17.258897,0.093521,1.0344790000000001,0.093521,2023-04-21,2023-03-31
sh.600420,0.580333,0.419667,0.49098100000000006,18.963712,0.07888400000000001,0.982859,0.07888400000000001,2023-04-26,2023-03-31
sh.600421,0.872424,0.127576,0.122832,-2.182297,-0.09120700000000001,,-0.09120700000000001,2023-04-29,2023-03-31
sh.600422,0.710918,0.289082,0.455653,26.607384999999997,-0.291557,-4.1493400000000005,-0.291557,2023-04-28,2023-03-31
sh.600423,0.8733,0.1267,0.8329639999999999,,0.41981599999999997,6.117557,0.41981599999999997,2023-04-19,2023-03-31
sh.600425,0.349466,0.6505340000000001,0.618713,2.103126,-0.06301799999999999,-4.705545,-0.06301799999999999,2023-04-29,2023-03-31
sh.600426,0.23338000000000003,0.76662,0.695555,75.367757,0.132226,1.0260719999999999,0.132226,2023-04-26,2023-03-31
sh.600428,0.174119,0.825881,0.396092,5.477943,0.182899,1.394223,0.182899,2023-04-28,2023-03-31
sh.600429,0.341974,0.658026,0.299383,1.715613,-0.08190499999999999,-14.760891,-0.08190499999999999,2023-04-27,2023-03-31
sh.600433,0.478896,0.521104,0.477746,,-0.35940700000000003,-167.146759,-0.35940700000000003,2023-04-19,2023-03-31
sh.600435,0.829586,0.170414,0.357767,,0.018807,0.36693000000000003,0.018807,2023-04-21,2023-03-31
sh.600436,0.8719180000000001,0.128082,0.768863,1757.4054370000001,0.24126999999999998,0.7963520000000001,0.24126999999999998,2023-04-15,2023-03-31
sh.600438,0.537596,0.462404,0.39189,90.162683,0.067544,0.205161,0.067544,2023-04-25,2023-03-31
sh.600439,0.831383,0.16861700000000002,0.49802299999999994,0.8772129999999999,0.176352,12.964163000000001,0.176352,2023-04-28,2023-03-31
sh.600444,0.816466,0.183534,0.5742520000000001,,-0.213608,-2.83028,-0.213608,2023-04-26,2023-03-31
sh.600446,0.692385,0.307615,0.5537890000000001,-20.914575,-0.19545,,-0.19545,2023-04-26,2023-03-31
sh.600448,0.479865,0.520135,0.288488,1.749002,0.18026,87.169359,0.18026,2023-04-29,2023-03-31
sh.600449,0.469804,0.530196,0.623658,,-0.408618,-89.213319,-0.408618,2023-04-29,2023-03-31
sh.600452,0.485,0.515,0.6554909999999999,,0.23864000000000002,1.707071,0.23864000000000002,2023-04-28,2023-03-31
sh.600455,0.288106,0.7118939999999999,0.04385,1.210304,-0.675599,-151.380479,-0.675599,2023-04-21,2023-03-31
sh.600456,0.712646,0.287354,0.467488,9.076553,-0.007993,-0.09178,-0.007993,2023-04-26,2023-03-31
sh.600458,0.6805140000000001,0.319486,0.282594,4.652157,-0.166849,-7.821839999999999,-0.166849,2023-04-26,2023-03-31
sh.600459,0.852585,0.14741500000000002,0.44856,7.286789,-0.057821000000000004,-3.561704,-0.057821000000000004,2023-04-26,2023-03-31
sh.600460,0.510703,0.48929700000000004,0.40289200000000003,4.360109,-0.113935,-1.098107,-0.113935,2023-04-29,2023-03-31
sh.600461,0.238688,0.761312,-0.167424,6.715381,0.1518,1.00757,0.1518,2023-04-26,2023-03-31
sh.600462,0.687695,0.312305,0.066344,-10.155527000000001,0.22253,,0.22253,2023-04-28,2023-03-31
sh.600463,0.648443,0.351557,0.421925,-5.377669999999999,-0.14091900000000002,,-0.14091900000000002,2023-04-29,2023-03-31
sh.600467,0.31167399999999995,0.688326,0.403644,1.259116,0.09174299999999999,2.963287,0.09174299999999999,2023-04-29,2023-03-31
sh.600468,0.660563,0.339437,0.421696,14.499854000000001,-0.128018,-2.0244779999999998,-0.128018,2023-04-28,2023-03-31
sh.600469,0.509505,0.49049499999999996,0.404393,7.231094000000001,0.078733,1.9620959999999998,0.078733,2023-04-29,2023-03-31
sh.600470,0.59797,0.40203099999999997,0.197391,2.4483919999999997,-0.213995,-13.972429,-0.213995,2023-04-29,2023-03-31
sh.600475,0.429148,0.570852,0.217423,11.924227,-0.032791,-0.28591700000000003,-0.032791,2023-04-26,2023-03-31
sh.600476,0.737738,0.262262,0.15245899999999998,0.034907,-0.234168,,-0.234168,2023-04-29,2023-03-31
sh.600477,0.687004,0.312996,0.295948,3.462453,-0.13456600000000002,-3.808207,-0.13456600000000002,2023-04-28,2023-03-31
sh.600478,0.341914,0.658086,0.171148,1.5563069999999999,-0.28719,-15.922106,-0.28719,2023-04-29,2023-03-31
sh.600479,0.756789,0.24321199999999998,0.436575,54.126495,-0.20208299999999998,-3.4193550000000004,-0.20208299999999998,2023-04-29,2023-03-31
sh.600480,0.617501,0.382499,0.278804,14.68949,-0.061649,-1.7499939999999998,-0.061649,2023-04-25,2023-03-31
sh.600481,0.535149,0.464851,0.27165,10.79345,-0.11023800000000002,-1.1229280000000001,-0.11023800000000002,2023-04-28,2023-03-31
sh.600482,0.723108,0.276892,0.345443,,0.028189999999999996,5.571771,0.028189999999999996,2023-04-28,2023-03-31
sh.600483,0.21119200000000002,0.788808,0.404043,5.778579,0.26929000000000003,1.21604,0.26929000000000003,2023-04-26,2023-03-31
sh.600486,0.635916,0.364084,0.552091,62.281681000000006,0.338017,2.015933,0.338017,2023-04-25,2023-03-31
sh.600487,0.679688,0.320312,0.34934299999999996,3.1372299999999997,-0.02513,-0.694294,-0.02513,2023-04-26,2023-03-31
sh.600488,0.35952399999999995,0.640476,0.388771,8.225849,0.184303,2.1060209999999997,0.184303,2023-04-28,2023-03-31
sh.600489,0.48291999999999996,0.51708,0.395649,11.730847,-0.024242,-0.442522,-0.024242,2023-04-27,2023-03-31
sh.600490,0.381888,0.618112,0.681371,1.619838,0.025639,4.948148000000001,0.025639,2023-04-29,2023-03-31
sh.600491,0.7512810000000001,0.24871999999999997,0.185336,1.177008,0.025016999999999998,1.357006,0.025016999999999998,2023-04-27,2023-03-31
sh.600493,0.473354,0.5266460000000001,0.362646,-0.324513,-0.086607,,-0.086607,2023-04-18,2023-03-31
sh.600495,0.61315,0.38685,0.8041659999999999,,-0.845794,,-0.845794,2023-04-26,2023-03-31
sh.600496,0.772143,0.227857,0.354041,14.585229,-0.052562,-1.0798299999999998,-0.052562,2023-04-28,2023-03-31
sh.600497,0.126729,0.8732709999999999,0.142754,24.903976,0.21562699999999999,2.143668,0.21562699999999999,2023-04-21,2023-03-31
sh.600498,0.7215600000000001,0.27844,0.25208600000000003,7.695730999999999,-0.6463439999999999,-88.55642900000001,-0.6463439999999999,2023-04-29,2023-03-31
sh.600499,0.503684,0.496316,0.43571400000000005,5.609058,-0.194496,-0.866433,-0.194496,2023-04-26,2023-03-31
sh.600500,0.350391,0.649609,0.215048,1.9741529999999998,0.009318,0.709174,0.009318,2023-04-28,2023-03-31
sh.600501,0.68594,0.31406,0.357889,-5.316331,-1.044792,,-1.044792,2023-04-29,2023-03-31
sh.600502,0.656654,0.343346,0.071937,2.290036,-0.096794,-3.578983,-0.096794,2023-04-28,2023-03-31
sh.600503,0.714733,0.285267,0.805591,,-12.059349000000001,,-12.059349000000001,2023-04-29,2023-03-31
sh.600505,0.134042,0.865958,0.25214899999999996,-0.721785,0.073403,,0.073403,2023-04-28,2023-03-31
sh.600506,0.396406,0.603594,-0.23176599999999997,1.253963,0.093226,273.837691,0.093226,2023-04-29,2023-03-31
sh.600507,0.5554279999999999,0.444572,0.392683,,-0.12278599999999999,-4.841844,-0.12278599999999999,2023-04-28,2023-03-31
sh.600508,0.281448,0.7185520000000001,0.547257,75.366298,0.20258900000000002,0.737084,0.20258900000000002,2023-04-28,2023-03-31
sh.600509,0.253984,0.746016,0.24099099999999998,2.126009,0.034843,0.5030600000000001,0.034843,2023-04-18,2023-03-31
sh.600510,0.818465,0.181535,0.302209,7.712236,-0.499992,-8.532831,-0.499992,2023-04-25,2023-03-31
sh.600511,0.868916,0.13108399999999998,0.465825,,-0.10194099999999999,-2.5407290000000002,-0.10194099999999999,2023-04-26,2023-03-31
sh.600512,0.709712,0.290288,0.5604520000000001,23.544296,0.007004000000000001,0.04285,0.007004000000000001,2023-04-29,2023-03-31
sh.600513,0.49124399999999996,0.508756,0.416734,8.65174,-0.035482,-0.457107,-0.035482,2023-04-29,2023-03-31
sh.600515,0.431622,0.5683779999999999,0.355565,4.213956,-0.10255,-0.48483000000000004,-0.10255,2023-04-26,2023-03-31
sh.600516,0.499133,0.5008670000000001,0.764579,,-0.028995,-0.172245,-0.028995,2023-04-27,2023-03-31
sh.600517,0.752471,0.247529,0.391708,585.363563,-0.357504,-0.6460140000000001,-0.187112,2023-04-27,2023-03-31
sh.600518,0.481242,0.5187579999999999,0.411872,,-0.177652,,-0.177652,2023-04-29,2023-03-31
sh.600519,0.844459,0.155541,0.7972819999999999,,0.135329,0.243664,0.133187,2023-04-26,2023-03-31
sh.600520,0.55738,0.44261999999999996,0.49998100000000006,4.514094999999999,0.038620999999999996,1.201107,0.038620999999999996,2023-04-26,2023-03-31
sh.600521,0.437594,0.5624060000000001,0.30045900000000003,3.366362,0.181617,2.219118,0.181617,2023-04-29,2023-03-31
sh.600522,0.681825,0.318176,0.590739,21.305497,-0.06300399999999999,-0.656409,-0.06300399999999999,2023-04-26,2023-03-31
sh.600523,0.532147,0.46785299999999996,0.7965720000000001,,-0.023637000000000002,-0.333725,-0.023637000000000002,2023-04-20,2023-03-31
sh.600525,0.541197,0.45880299999999996,0.251629,0.8235299999999999,-0.09449600000000001,-11.040942,-0.09449600000000001,2023-04-29,2023-03-31
sh.600526,0.57384,0.42616000000000004,0.11705299999999999,3.885825,0.053652,1.016943,0.053652,2023-04-29,2023-03-31
sh.600527,0.564058,0.435942,0.937689,,0.080872,1.602583,0.080872,2023-04-29,2023-03-31
sh.600528,0.7639090000000001,0.236091,0.40929899999999997,,-0.219349,-3.0851040000000003,-0.219349,2023-04-29,2023-03-31
sh.600529,0.610007,0.389993,0.76565,,0.170275,1.264484,0.170275,2023-04-25,2023-03-31
sh.600530,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
sh.600531,0.7233539999999999,0.276646,0.277417,4.136123,0.016552,0.910483,0.016552,2023-04-28,2023-03-31
sh.600533,0.869092,0.130908,0.171519,2.014278,0.47091000000000005,31.659173,0.470617,2023-04-29,2023-03-31
sh.600535,0.545882,0.454118,0.6038479999999999,33.336017,0.071782,0.5685359999999999,0.071782,2023-04-25,2023-03-31
sh.600536,0.704421,0.295579,0.202474,-27.640090999999998,-0.964126,,-0.964126,2023-04-28,2023-03-31
sh.600537,0.672986,0.32701399999999997,0.21900300000000003,4.846726,0.069245,0.9919549999999999,0.069245,2023-04-29,2023-03-31
sh.600538,0.478142,0.521858,0.573906,,-0.289487,,-0.289487,2023-04-29,2023-03-31
sh.600539,0.77727,0.22273,0.53681,-39.446519,-0.352975,,-0.352975,2023-04-28,2023-03-31
sh.600540,0.636787,0.363213,0.259891,1.2517559999999999,0.8392139999999999,60.958078,0.8392139999999999,2023-04-28,2023-03-31
sh.600543,0.399419,0.600581,0.8483379999999999,,0.154353,,0.154353,2023-04-28,2023-03-31
sh.600545,0.610102,0.389898,0.119112,-0.697304,-0.153222,,-0.153222,2023-04-29,2023-03-31
sh.600546,0.324309,0.6756909999999999,0.21216,70.683926,0.11871500000000001,0.46035299999999996,0.11871500000000001,2023-04-28,2023-03-31
sh.600547,0.214029,0.785971,0.111722,3.0120259999999996,0.046311,1.203338,0.046311,2023-04-28,2023-03-31
sh.600548,0.133604,0.8663959999999999,-0.078431,3.320143,0.53256,2.1639060000000003,0.53256,2023-04-28,2023-03-31
sh.600549,0.570369,0.42963100000000004,0.195224,5.453683,0.000376,0.0049310000000000005,0.000376,2023-04-22,2023-03-31
sh.600550,0.691171,0.308829,0.05941799999999999,1.20515,-0.138471,-13.781239999999999,-0.138471,2023-04-25,2023-03-31
sh.600551,0.742037,0.257963,0.671517,,-0.30945700000000004,-6.097572,-0.30945700000000004,2023-04-28,2023-03-31
sh.600552,0.561025,0.438975,0.33583,2.87415,0.016416,0.496555,0.016416,2023-04-28,2023-03-31
sh.600556,0.863972,0.136028,0.632147,62.909077,0.082351,4.719086,0.082351,2023-04-25,2023-03-31
sh.600557,0.548882,0.451118,0.656963,,-0.044860000000000004,-0.417649,-0.044860000000000004,2023-04-08,2023-03-31
sh.600558,0.550769,0.44923100000000005,0.6155229999999999,14.200304000000001,-0.067714,-1.898522,-0.067714,2023-04-28,2023-03-31
sh.600559,0.6143310000000001,0.385669,0.295173,,0.252784,2.4762009999999997,0.252784,2023-04-27,2023-03-31
sh.600560,0.801272,0.198728,0.44099399999999994,,-0.157159,-2.060015,-0.157159,2023-04-28,2023-03-31
sh.600561,0.19780999999999999,0.80219,-0.058588,-1.173182,0.16380899999999998,,0.16380899999999998,2023-04-29,2023-03-31
sh.600562,0.8597239999999999,0.140276,0.634418,17.785454,-0.5193,-2.649634,-0.5193,2023-04-27,2023-03-31
sh.600563,0.721356,0.278644,0.714377,,0.024115,0.09690700000000001,0.024115,2023-04-28,2023-03-31
sh.600565,0.840572,0.159428,0.04448,5.871764,0.054416,1.8929369999999999,0.054416,2023-04-28,2023-03-31
sh.600566,0.7597619999999999,0.240238,0.727799,,0.544959,1.9192069999999999,0.544959,2023-04-18,2023-03-31
sh.600567,0.268496,0.731504,0.178147,-0.282258,0.05724,,0.05724,2023-04-29,2023-03-31
sh.600568,0.486781,0.513219,0.6539159999999999,,-0.47431599999999996,,-0.47431599999999996,2023-04-28,2023-03-31
sh.600569,0.458654,0.541346,0.10520999999999998,-2.587195,0.141268,,0.141268,2023-04-28,2023-03-31
sh.600570,0.39718200000000004,0.6028180000000001,0.468037,,-0.904992,-4.571843,-0.904992,2023-04-28,2023-03-31
sh.600571,0.735917,0.264083,0.593726,90.25626199999999,-0.565408,-81.261126,-0.565408,2023-04-29,2023-03-31
sh.600572,0.49667,0.50333,0.5537529999999999,277.25003799999996,0.038909,0.255168,0.038909,2023-04-19,2023-03-31
sh.600573,0.75629,0.24370999999999998,0.795659,,0.23868699999999998,42.399069,0.23868699999999998,2023-04-19,2023-03-31
sh.600575,0.307712,0.692288,0.428884,6.366787,-0.054325,-1.8679729999999999,-0.054325,2023-04-28,2023-03-31
sh.600576,0.50641,0.49359,0.429526,,0.237854,1.283568,0.237854,2023-04-21,2023-03-31
sh.600577,0.754093,0.24590700000000001,0.42335100000000003,5.441358999999999,-0.050751,-1.943226,-0.050751,2023-04-28,2023-03-31
sh.600578,0.151497,0.8485030000000001,0.25950700000000004,2.513608,-0.031191000000000003,-0.547849,-0.031191000000000003,2023-04-27,2023-03-31
sh.600579,0.44597,0.55403,-0.122123,-2.686586,-0.196596,,-0.196596,2023-04-29,2023-03-31
sh.600580,0.548797,0.45120299999999997,0.232225,5.912102,-0.003317,-0.048010000000000004,-0.003317,2023-04-29,2023-03-31
sh.600581,0.279598,0.7204020000000001,0.012641,-1.9258,-0.155347,,-0.155347,2023-04-29,2023-03-31
sh.600582,0.700222,0.29977800000000004,0.404314,,-0.11520899999999999,-0.93858,-0.11520899999999999,2023-04-28,2023-03-31
sh.600583,0.609116,0.390884,0.510251,32.041325,-0.013649000000000001,-0.193459,-0.013649000000000001,2023-04-28,2023-03-31
sh.600584,0.33111199999999996,0.668888,0.5841850000000001,3.3952169999999997,0.210529,11.223101,0.210529,2023-04-26,2023-03-31
sh.600585,0.429429,0.570571,0.6217,,0.09864400000000001,1.158202,0.09864400000000001,2023-04-27,2023-03-31
sh.600586,0.362247,0.637753,0.41740900000000003,4.757403,0.209654,4.488301,0.209654,2023-04-28,2023-03-31
sh.600587,0.5965060000000001,0.403494,0.413782,29.393455,0.0066159999999999995,0.079861,0.0066159999999999995,2023-04-28,2023-03-31
sh.600588,0.500889,0.49911099999999997,0.272304,-32.343148,-0.791127,,-0.791127,2023-04-29,2023-03-31
sh.600589,0.346534,0.653466,-0.92211,-0.218207,-0.171102,,-0.171102,2023-04-28,2023-03-31
sh.600590,0.702224,0.29777600000000004,0.184356,2.684816,0.099219,1.213444,0.099219,2023-04-29,2023-03-31
sh.600592,0.682502,0.317498,0.5985,31.783165999999998,-0.095837,-0.698045,-0.095837,2023-04-27,2023-03-31
sh.600593,0.048215,0.951785,-0.16080999999999998,2.002639,0.6522100000000001,5.267379,0.6522100000000001,2023-04-28,2023-03-31
sh.600594,0.43382600000000004,0.566174,0.441726,60.232556,0.085983,1.416467,0.085983,2023-04-28,2023-03-31
sh.600595,0.22655,0.77345,0.409196,4.964792,0.072608,1.195902,0.072608,2023-04-28,2023-03-31
sh.600596,0.479324,0.520676,0.501738,61.693298,-0.105637,-3.544204,-0.105637,2023-04-28,2023-03-31
sh.600597,0.392217,0.607783,0.26973800000000003,6.937709,-0.01969,-0.581541,-0.01969,2023-04-28,2023-03-31
sh.600598,0.66684,0.33316,0.516942,,5.509167,8.969024000000001,5.509167,2023-04-27,2023-03-31
sh.600599,0.980382,0.019618,0.781521,8.791474000000001,-0.484932,-1.635975,-0.484932,2023-04-29,2023-03-31
sh.600600,0.6355890000000001,0.36441100000000004,0.413775,,0.169431,1.2312020000000001,0.169431,2023-04-25,2023-03-31
sh.600601,0.470116,0.529884,0.598222,-3.908951,0.07559099999999999,,0.07559099999999999,2023-04-29,2023-03-31
sh.600602,0.8452219999999999,0.154778,0.615865,,-0.282692,-7.923878,-0.282692,2023-04-27,2023-03-31
sh.600603,0.234046,0.765954,0.234163,3.351774,0.9771219999999999,3.9213839999999998,0.9771219999999999,2023-04-11,2023-03-31
sh.600604,0.518309,0.481691,0.29147,0.5332140000000001,0.058963,,0.058963,2023-04-27,2023-03-31
sh.600605,0.943672,0.056327999999999996,0.437942,,-8.953417,-32.997295,-8.953417,2023-04-29,2023-03-31
sh.600606,0.849618,0.150382,0.041134,2.7648669999999997,0.016072,0.528824,0.016069,2023-04-29,2023-03-31
sh.600608,0.9970399999999999,0.00296,0.389725,1.9417369999999998,-0.204466,-9.316213000000001,-0.204466,2023-04-25,2023-03-31
sh.600609,0.6523439999999999,0.347656,0.153962,35.938665,-0.039,-0.52649,-0.039,2023-04-28,2023-03-31
sh.600610,0.352106,0.647894,-0.137474,-0.08520900000000001,0.009344,,0.009344,2023-04-25,2023-03-31
sh.600611,0.557158,0.442842,0.367664,3.982911,0.09918300000000001,0.66915,0.094036,2023-04-29,2023-03-31
sh.600612,0.9547059999999999,0.045294,0.38464699999999996,21.372139,0.275625,7.080660000000001,0.275625,2023-04-28,2023-03-31
sh.600613,0.49791,0.5020899999999999,0.6058439999999999,10.082495,0.040295,1.005672,0.040295,2023-04-29,2023-03-31
sh.600615,0.156001,0.8439989999999999,0.9026629999999999,-29.839091999999997,-0.20338,,-0.20338,2023-04-29,2023-03-31
sh.600616,0.7318020000000001,0.268198,0.81203,,-0.43867700000000004,-0.364996,-0.43867700000000004,2023-04-29,2023-03-31
sh.600617,0.279767,0.720233,0.091419,1.9099560000000002,0.11090499999999999,5.877185,0.11090499999999999,2023-04-27,2023-03-31
sh.600618,0.42089399999999993,0.579106,0.652672,647.690345,-0.030313999999999997,-0.24408000000000002,-0.030313999999999997,2023-04-29,2023-03-31
sh.600619,0.68221,0.31779,0.21372,-0.502173,-0.084891,,-0.084891,2023-04-28,2023-03-31
sh.600620,0.5857060000000001,0.41429399999999994,0.540143,3.216647,-0.518242,-3.7274879999999997,-0.518242,2023-04-28,2023-03-31
sh.600621,0.9425370000000001,0.057463,0.183819,102.874263,-219.874025,-11.002276,-1.844012,2023-04-24,2023-03-31
sh.600622,0.284269,0.715731,0.181622,1.037023,-0.011068999999999999,,-0.011068999999999999,2023-04-29,2023-03-31
sh.600623,0.470372,0.529628,0.342995,3.771904,-0.129219,-13.727818,-0.12776300000000002,2023-04-28,2023-03-31
sh.600624,0.579214,0.420786,0.43956000000000006,2.067647,-0.072517,-12.378876,-0.072517,2023-04-29,2023-03-31
sh.600626,0.48135,0.51865,0.213702,-1.526622,-0.13392300000000001,,-0.13392300000000001,2023-04-28,2023-03-31
sh.600628,0.378023,0.621977,0.647402,9.424702,-0.05194,-0.571417,-0.05194,2023-04-29,2023-03-31
sh.600629,0.74979,0.25021,0.283118,,-0.42476499999999995,-7.15868,-0.42476499999999995,2023-04-29,2023-03-31
sh.600630,0.698963,0.301037,0.425109,5.070575,0.199192,7.147231,0.199192,2023-04-29,2023-03-31
sh.600633,0.229581,0.770419,0.34174,,0.164175,0.5070600000000001,0.164175,2023-04-25,2023-03-31
sh.600635,0.275809,0.724191,0.328304,5.094592,0.206456,1.460632,0.20413800000000001,2023-04-29,2023-03-31
sh.600636,0.526112,0.47388800000000003,0.633958,,-0.882173,-10.448336999999999,-0.882173,2023-04-29,2023-03-31
sh.600637,0.553863,0.446137,0.615621,,-0.035379,-0.24557600000000002,-0.035379,2023-04-29,2023-03-31
sh.600638,0.7374,0.2626,0.179529,1.763168,-1.9760099999999998,-119.75463400000001,-1.759855,2023-04-28,2023-03-31
sh.600639,0.518826,0.481174,0.377429,26.277919,-0.25848699999999997,-0.811802,-0.25848699999999997,2023-04-29,2023-03-31
sh.600640,0.5278390000000001,0.47216099999999994,0.663473,,0.401487,7.717847999999999,0.401487,2023-04-29,2023-03-31
sh.600641,0.534231,0.46576899999999993,0.789697,,-1.4815040000000002,-2.634928,-1.4815040000000002,2023-04-29,2023-03-31
sh.600642,0.259648,0.740352,0.3402,4.117243,0.378139,3.674682,0.378139,2023-04-28,2023-03-31
sh.600643,0.46556400000000003,0.534436,0.475522,8.48978,0.8327950000000001,1.148253,0.488856,2023-04-28,2023-03-31
sh.600644,0.154864,0.8451360000000001,0.36275999999999997,-0.335082,-0.146879,,-0.146879,2023-04-28,2023-03-31
sh.600645,0.4377,0.5623,0.48822,,0.07155700000000001,0.766672,0.07155700000000001,2023-04-26,2023-03-31
sh.600647,0.9136860000000001,0.086314,0.8505889999999999,,-15.200023000000002,,-15.200023000000002,2023-04-29,2023-03-31
sh.600648,0.48727600000000004,0.512724,0.274565,1.800993,-1.222525,-50.719419,-1.198572,2023-04-28,2023-03-31
sh.600649,0.778803,0.22119699999999998,0.271503,1.879289,-4.908405,-31.991726,-4.908405,2023-04-29,2023-03-31
sh.600650,0.420613,0.579387,0.677084,,-0.408369,-10.161453,-0.408369,2023-04-29,2023-03-31
sh.600651,0.5981529999999999,0.40184699999999995,0.471792,-0.328075,-0.112301,,-0.112301,2023-04-29,2023-03-31
sh.600653,0.500163,0.499837,0.165117,0.037843,-0.007287999999999999,,-0.007287999999999999,2023-04-29,2023-03-31
sh.600654,0.644971,0.355029,0.235285,0.47173400000000004,-0.093189,,-0.093189,2023-04-29,2023-03-31
sh.600655,0.629691,0.370309,0.22351100000000002,2.424052,0.23973200000000003,11.767944,0.23973200000000003,2023-04-29,2023-03-31
sh.600657,0.7421760000000001,0.257824,0.271416,1.245679,-0.552513,-22.585625,-0.552513,2023-04-28,2023-03-31
sh.600658,0.617591,0.382409,0.331125,3.963475,-0.361223,-3.834683,-0.361223,2023-04-29,2023-03-31
sh.600660,0.59606,0.40394,0.510582,33.051675,0.199594,1.539328,0.199594,2023-04-28,2023-03-31
sh.600661,0.5897899999999999,0.410211,0.15381199999999998,-13.069944,0.063109,,0.063109,2023-04-28,2023-03-31
sh.600662,0.9165760000000001,0.083424,0.21838600000000002,,-0.018271000000000003,-0.41798,-0.018271000000000003,2023-04-26,2023-03-31
sh.600663,0.47274799999999995,0.527252,0.152288,3.000943,-0.151538,-0.537938,-0.151538,2023-04-28,2023-03-31
sh.600664,0.71722,0.28278000000000003,0.24443,25.761731,0.046451,1.304581,0.046451,2023-04-28,2023-03-31
sh.600665,0.954887,0.045113,0.083984,3.6919150000000003,-0.554729,-57.443638,-0.554729,2023-04-28,2023-03-31
sh.600666,0.633601,0.366399,0.480419,-31.755693,0.339554,,0.339554,2023-04-29,2023-03-31
sh.600667,0.685929,0.314071,0.21808000000000002,6.5245489999999995,-0.258157,-12.422488000000001,-0.258157,2023-04-27,2023-03-31
sh.600668,0.17386,0.82614,0.603248,6.676457000000001,-0.012745999999999999,-0.433776,-0.012745999999999999,2023-04-27,2023-03-31
sh.600671,0.39566399999999996,0.604336,-0.12000799999999999,-5.526614,-0.53878,,-0.53878,2023-04-26,2023-03-31
sh.600673,0.451876,0.548124,0.326379,2.223374,0.058263,2.500636,0.058263,2023-04-29,2023-03-31
sh.600674,0.063284,0.936717,0.579436,8.53678,0.518728,0.11341500000000002,0.518728,2023-04-21,2023-03-31
sh.600675,0.696279,0.303721,0.220627,-1.136918,-3.021798,,-3.021798,2023-04-29,2023-03-31
sh.600676,0.590307,0.40969300000000003,0.6690510000000001,,0.042391000000000005,,0.042391000000000005,2023-04-28,2023-03-31
sh.600678,0.191131,0.808869,0.135047,2.1899830000000002,-0.126565,-6.199522,-0.126565,2023-04-29,2023-03-31
sh.600679,0.494533,0.505467,0.530859,5.412628,-0.125172,-3.002094,-0.125172,2023-04-27,2023-03-31
sh.600681,0.180196,0.8198040000000001,0.200026,14.868337,-0.111534,-1.167927,-0.111534,2023-04-29,2023-03-31
sh.600682,0.336219,0.6637810000000001,0.288306,,0.141201,0.99467,0.141201,2023-04-29,2023-03-31
sh.600683,0.787342,0.21265799999999999,0.139503,8.676063000000001,-0.5957060000000001,-9.553229,-0.5957060000000001,2023-04-28,2023-03-31
sh.600684,0.922222,0.077778,0.11185899999999999,1.388305,-0.030211000000000002,,-0.030211000000000002,2023-04-29,2023-03-31
sh.600685,0.5565640000000001,0.44343599999999994,0.30443899999999996,,0.11416300000000001,,0.11416300000000001,2023-04-28,2023-03-31
sh.600686,0.724255,0.27574499999999996,0.086117,,-0.044969,-8.505482,-0.044969,2023-04-29,2023-03-31
sh.600688,0.387923,0.6120770000000001,0.59127,,-0.001341,,-0.001341,2023-04-27,2023-03-31
sh.600689,0.750473,0.249527,0.597454,6.170535,-0.08619600000000001,-9.152223,-0.08619600000000001,2023-04-28,2023-03-31
sh.600690,0.5574359999999999,0.442564,0.255171,24.135763,0.020822,0.33629000000000003,0.020822,2023-04-28,2023-03-31
sh.600691,0.527704,0.472296,0.209639,0.9769059999999999,0.025384999999999998,,0.025384999999999998,2023-04-28,2023-03-31
sh.600692,0.806963,0.193037,0.247538,-1.77721,-1.612067,,-1.612067,2023-04-28,2023-03-31
sh.600693,0.21850999999999998,0.78149,0.203315,1.929087,0.464659,4.414912,0.464659,2023-04-29,2023-03-31
sh.600694,0.5239010000000001,0.476099,0.368288,8.704514999999999,0.329615,3.166538,0.329615,2023-04-29,2023-03-31
sh.600696,0.5819439999999999,0.41805600000000004,0.23377199999999998,14.372515,0.48908100000000004,5.50824,0.48908100000000004,2023-04-29,2023-03-31
