code,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr,pubDate,statDate
sz.300602,0.513701,0.486299,0.275869,-0.538238,0.215118,,0.215118,2023-04-28,2023-03-31
sz.300603,0.756182,0.243818,0.526077,6.946114,-0.008861,-0.066871,-0.008861,2023-04-27,2023-03-31
sz.300604,0.730436,0.269564,0.359964,-5.304719,-1.059801,,-1.059801,2023-04-28,2023-03-31
sz.300605,0.804189,0.195811,0.368380,2.445067,-0.930275,-21.126141,-0.930275,2023-04-27,2023-03-31
sz.300606,0.560893,0.439107,0.608815,2.018155,0.239524,29.939549,0.239524,2023-04-25,2023-03-31
sz.300607,0.797616,0.202384,0.269940,2.203310,-0.216412,-14.995661,-0.216412,2023-04-25,2023-03-31
sz.300608,0.692290,0.307710,0.539384,-5.397263,-1.103818,,-1.103818,2023-04-27,2023-03-31
sz.300609,0.522032,0.477968,0.703450,,-0.297233,,-0.297233,2023-04-22,2023-03-31
sz.300610,0.686036,0.313964,0.764724,41.016892,0.096625,1.571161,0.096625,2023-04-21,2023-03-31
sz.300611,0.465442,0.534558,0.439683,2.278362,-0.058034,-2.833984,-0.058034,2023-04-27,2023-03-31
sz.300612,0.689588,0.310412,0.302490,2.588208,0.084823,17.596952,0.084823,2023-04-28,2023-03-31
sz.300613,0.714494,0.285506,0.491299,12.411325,-0.045153,-0.352069,-0.045153,2023-04-28,2023-03-31
sz.300614,0.517443,0.482557,0.648367,3.151351,0.441461,4.010999,0.441461,2023-04-28,2023-03-31
sz.300615,0.791387,0.208613,0.618435,14.937554,0.115302,0.773437,0.115302,2023-04-25,2023-03-31
sz.300616,0.433306,0.566694,0.215066,-7.355096,-0.399060,,-0.399060,2023-04-28,2023-03-31
sz.300617,0.838768,0.161232,0.695660,24.824709,-0.334918,-1.139740,-0.334918,2023-04-26,2023-03-31
sz.300618,0.617734,0.382266,0.639972,0.751454,0.080976,4.638656,0.080976,2023-04-22,2023-03-31
sz.300619,0.647602,0.352398,0.209392,3.431429,0.115083,2.872401,0.115083,2023-04-26,2023-03-31
sz.300620,0.556220,0.443780,0.748912,,0.042961,0.429590,0.042961,2023-04-15,2023-03-31
sz.300621,0.953815,0.046185,0.052124,1.384706,-0.017086,-15.431627,-0.017086,2023-04-25,2023-03-31
sz.300622,0.553731,0.446269,0.558504,32.259439,0.288843,2.334948,0.288843,2023-04-27,2023-03-31
sz.300623,0.378603,0.621397,0.438026,3.942143,0.085346,1.420432,0.085346,2023-04-26,2023-03-31
sz.300624,0.423769,0.576231,0.356510,3.480618,0.056677,0.805218,0.056677,2023-04-12,2023-03-31
sz.300625,0.689261,0.310739,0.636303,,-0.246457,-8.199771,-0.246457,2023-04-22,2023-03-31
sz.300626,0.439877,0.560123,0.528889,1.103193,0.059075,72.211306,0.059075,2023-04-28,2023-03-31
sz.300627,0.751707,0.248293,0.598231,16.549412,-0.294818,-1.918838,-0.294818,2023-04-25,2023-03-31
sz.300628,0.815633,0.184367,0.908857,22.309749,0.310849,0.653164,0.310849,2023-04-22,2023-03-31
sz.300629,0.588303,0.411697,0.518157,82.819466,-0.473117,-1.553977,-0.473117,2023-04-20,2023-03-31
sz.300630,0.388862,0.611138,0.369612,16.926974,0.077131,0.207919,0.077131,2023-04-25,2023-03-31
sz.300631,0.703210,0.296790,0.628492,274.360522,-0.460170,-12.170039,-0.460170,2023-04-25,2023-03-31
sz.300632,0.777957,0.222043,0.716917,7.300520,0.129144,0.967162,0.129144,2023-04-25,2023-03-31
sz.300633,0.713228,0.286772,0.686219,,0.102042,0.348578,0.102042,2023-04-27,2023-03-31
sz.300634,0.742129,0.257871,0.763578,,-0.090742,-0.570134,-0.090742,2023-04-22,2023-03-31
sz.300635,0.645246,0.354754,0.294184,4.719005,-0.228592,-2.463787,-0.228592,2023-04-27,2023-03-31
sz.300636,0.296314,0.703686,0.574382,11.761879,0.386256,2.576245,0.386256,2023-04-24,2023-03-31
sz.300637,0.302219,0.697781,0.466350,-2.488136,-0.042525,,-0.042525,2023-04-28,2023-03-31
sz.300638,0.776828,0.223172,0.256205,35.246752,-0.063662,-0.821759,-0.063662,2023-04-26,2023-03-31
sz.300639,0.624542,0.375458,0.692363,,0.228982,1.493910,0.228982,2023-04-25,2023-03-31
sz.300640,0.488771,0.511229,0.603368,2.435540,0.122022,3.087776,0.122022,2023-04-28,2023-03-31
sz.300641,0.682510,0.317490,0.673894,4.438762,0.008547,0.298955,0.008547,2023-04-26,2023-03-31
sz.300642,0.587796,0.412204,0.889959,,-0.016559,-0.192781,-0.016559,2023-04-22,2023-03-31
sz.300643,0.545405,0.454595,0.608354,8.644980,-0.050129,-0.750014,-0.050129,2023-04-26,2023-03-31
sz.300644,0.654300,0.345700,0.458813,3.524271,-0.097814,-2.696190,-0.097814,2023-04-26,2023-03-31
sz.300645,0.550207,0.449793,0.265017,-1.361419,-0.846400,,-0.846400,2023-04-27,2023-03-31
sz.300647,0.599372,0.400628,0.365290,-2.937577,-0.158182,,-0.158182,2023-04-27,2023-03-31
sz.300648,0.664875,0.335125,0.338257,-6.124095,-1.000157,,-1.000157,2023-04-27,2023-03-31
sz.300649,0.731530,0.268470,0.482589,,-0.533946,-3.608343,-0.533946,2023-04-28,2023-03-31
sz.300650,0.549717,0.450283,0.290415,1.929343,0.204976,21.664727,0.204976,2023-04-28,2023-03-31
sz.300651,0.560479,0.439521,0.557421,3.034912,-0.141807,-7.302542,-0.141807,2023-04-28,2023-03-31
sz.300652,0.697996,0.302004,0.781917,43.875913,0.307621,2.345669,0.307621,2023-04-27,2023-03-31
sz.300653,0.732911,0.267089,0.861407,,0.471328,0.962805,0.471328,2023-04-25,2023-03-31
sz.300654,0.819434,0.180566,0.706691,,0.020694,0.200911,0.020694,2023-04-20,2023-03-31
sz.300655,0.377347,0.622653,0.452366,8.959105,0.215204,3.333657,0.215204,2023-04-28,2023-03-31
sz.300656,0.332871,0.667129,0.604870,2.389866,0.306649,4.410382,0.306649,2023-04-25,2023-03-31
sz.300657,0.478222,0.521778,0.215305,-5.811926,-0.149045,,-0.149045,2023-04-27,2023-03-31
sz.300658,0.437262,0.562738,0.468998,1.157305,0.265803,9.833147,0.265803,2023-04-25,2023-03-31
sz.300659,0.589009,0.410991,0.521070,-56.079831,-1.117093,,-1.117093,2023-04-28,2023-03-31
sz.300660,0.698002,0.301998,0.543428,8.714000,0.049660,0.390606,0.049660,2023-04-25,2023-03-31
sz.300661,0.699821,0.300179,0.727772,,-0.332214,-6.104432,-0.332214,2023-04-22,2023-03-31
sz.300662,0.810315,0.189685,0.493563,,-0.043933,-2.422344,-0.043933,2023-04-28,2023-03-31
sz.300663,0.729635,0.270365,0.300317,-0.432100,-0.648991,,-0.648991,2023-04-26,2023-03-31
sz.300664,0.389452,0.610548,0.411063,4.819457,0.045462,0.237213,0.045462,2023-04-27,2023-03-31
sz.300665,0.565422,0.434578,0.240972,0.353296,-0.244845,-7.946581,-0.244845,2023-04-25,2023-03-31
sz.300666,0.569219,0.430781,0.654870,8.330198,0.054478,0.594576,0.054478,2023-04-28,2023-03-31
sz.300667,0.564166,0.435834,0.481180,,-0.014217,-0.207773,-0.014217,2023-04-26,2023-03-31
sz.300668,0.851556,0.148444,0.744127,,-0.011334,-0.201782,-0.011334,2023-04-24,2023-03-31
sz.300669,0.624896,0.375104,0.869222,,0.245108,2.376763,0.245108,2023-04-26,2023-03-31
sz.300670,0.225820,0.774180,0.293031,-1.949135,-0.537504,,-0.537504,2023-04-27,2023-03-31
sz.300671,0.630526,0.369474,0.621783,-25.517830,-0.119904,,-0.119904,2023-04-27,2023-03-31
sz.300672,0.616005,0.383995,0.405178,8.116904,-0.050533,-1.933089,-0.050533,2023-04-27,2023-03-31
sz.300673,0.565917,0.434083,0.594585,-2.620398,-0.348381,,-0.348381,2023-04-25,2023-03-31
sz.300674,0.840144,0.159856,0.696095,,-0.553928,-11.542926,-0.553928,2023-04-27,2023-03-31
sz.300675,0.452349,0.547651,0.396592,-9.058548,-0.413840,,-0.413840,2023-04-26,2023-03-31
sz.300676,0.654395,0.345605,0.670904,,0.024301,0.560685,0.024301,2023-04-26,2023-03-31
sz.300677,0.511287,0.488713,0.668957,-4.792962,-0.110994,,-0.110994,2023-04-28,2023-03-31
sz.300678,0.810974,0.189026,0.753381,,-1.659117,-15.142854,-1.659117,2023-04-27,2023-03-31
sz.300679,0.554651,0.445349,0.688633,291.639217,0.105051,1.446372,0.105051,2023-04-27,2023-03-31
sz.300680,0.535554,0.464446,0.453408,12.114157,0.115616,0.954285,0.115616,2023-04-18,2023-03-31
sz.300681,0.733369,0.266631,0.403502,-6.156833,0.889451,,0.889451,2023-04-21,2023-03-31
sz.300682,0.688671,0.311329,0.572432,,-0.213009,,-0.213009,2023-04-27,2023-03-31
sz.300683,0.568272,0.431728,0.705306,,-0.144444,,-0.144444,2023-04-25,2023-03-31
sz.300684,0.654929,0.345071,0.783792,8.204020,0.274512,4.160313,0.274512,2023-04-27,2023-03-31
sz.300685,0.781490,0.218510,0.889166,133.814503,0.346165,1.178685,0.346165,2023-04-22,2023-03-31
sz.300686,0.543911,0.456089,0.499948,-6.713947,0.095790,,0.095790,2023-04-28,2023-03-31
sz.300687,0.594518,0.405482,0.551162,-7.971546,-0.100906,,-0.100906,2023-04-28,2023-03-31
sz.300688,0.675564,0.324436,0.635431,,-0.232835,,-0.232835,2023-04-20,2023-03-31
sz.300689,0.558729,0.441271,0.806998,13.792407,0.141158,2.709836,0.141158,2023-04-25,2023-03-31
sz.300690,0.665446,0.334554,0.755818,11.289312,0.612208,10.848336,0.612208,2023-04-26,2023-03-31
sz.300691,0.548530,0.451470,0.614242,18.190838,0.539118,20.637197,0.539118,2023-04-25,2023-03-31
sz.300692,0.281951,0.718049,-0.066860,2.564804,0.193522,0.844652,0.193522,2023-04-25,2023-03-31
sz.300693,0.783367,0.216633,0.408107,540.850698,0.201611,1.442273,0.201611,2023-04-29,2023-03-31
sz.300694,0.605043,0.394957,0.621355,1.952081,0.110596,3.997341,0.110596,2023-04-25,2023-03-31
sz.300695,0.746674,0.253326,0.798212,,0.062462,0.370709,0.062462,2023-04-28,2023-03-31
sz.300696,0.744536,0.255464,0.858119,,0.276140,0.734939,0.276140,2023-04-26,2023-03-31
sz.300697,0.828664,0.171336,0.602535,14.457926,0.116571,1.372749,0.116571,2023-04-26,2023-03-31
sz.300698,0.668727,0.331273,0.437317,2.853903,-0.608857,-26.536596,-0.608857,2023-04-27,2023-03-31
sz.300699,0.542753,0.457247,0.739090,206.238827,-0.162301,-0.552228,-0.162301,2023-04-22,2023-03-31
sz.300700,0.519560,0.480440,0.491896,7.125165,0.038078,0.275903,0.038078,2023-04-27,2023-03-31
sz.300701,0.638473,0.361527,0.836088,50.105846,-0.019626,-0.149499,-0.019626,2023-04-27,2023-03-31
sz.300702,0.475294,0.524706,0.492339,6.902022,-0.081084,-0.628702,-0.081084,2023-04-27,2023-03-31
sz.300703,0.516518,0.483482,0.486735,-1.149731,0.015502,,0.015502,2023-04-21,2023-03-31
sz.300705,0.503560,0.496440,0.609544,,0.195724,1.277514,0.195724,2023-04-27,2023-03-31
sz.300706,0.524882,0.475118,0.457834,-0.133257,-0.321629,,-0.321629,2023-04-26,2023-03-31
sz.300707,0.622262,0.377738,0.469861,0.606706,0.094623,,0.094623,2023-04-26,2023-03-31
sz.300708,0.574900,0.425100,0.421474,,-0.212386,,-0.212386,2023-04-28,2023-03-31
sz.300709,0.511382,0.488618,0.483411,-5.699031,0.304301,,0.304301,2023-04-27,2023-03-31
sz.300710,0.511884,0.488117,0.688578,1.245685,-0.046538,,-0.046538,2023-04-26,2023-03-31
sz.300711,0.892290,0.107710,0.668851,,-0.707406,,-0.707406,2023-04-27,2023-03-31
sz.300712,0.713922,0.286078,0.388349,2.721589,-0.345552,-7.261654,-0.345552,2023-04-27,2023-03-31
sz.300713,0.499469,0.500531,0.601890,,-0.133652,,-0.133652,2023-04-27,2023-03-31
sz.300715,0.697128,0.302872,0.334058,3.989060,0.032146,0.468949,0.032146,2023-04-28,2023-03-31
sz.300716,0.517156,0.482844,0.076608,-3.208396,0.022410,,0.022410,2023-04-25,2023-03-31
sz.300717,0.474591,0.525409,0.813535,4.321260,0.078011,0.814068,0.078011,2023-04-26,2023-03-31
sz.300718,0.631803,0.368197,0.771645,,0.150105,0.757292,0.150105,2023-04-24,2023-03-31
sz.300719,0.847778,0.152222,0.743515,1.107705,-0.099526,-15.549392,-0.099526,2023-04-25,2023-03-31
sz.300720,0.786638,0.213362,0.883580,,-0.025249,-0.207754,-0.025249,2023-04-28,2023-03-31
sz.300721,0.318085,0.681915,0.342268,-2.650847,-0.115310,,-0.115310,2023-04-28,2023-03-31
sz.300722,0.642874,0.357126,0.733860,,0.101553,0.503458,0.101553,2023-04-26,2023-03-31
sz.300723,0.388129,0.611871,0.370408,13.405524,0.045250,0.310410,0.045250,2023-04-20,2023-03-31
sz.300724,0.929705,0.070295,0.309790,,0.586193,3.365781,0.586193,2023-04-28,2023-03-31
sz.300725,0.550797,0.449203,0.440973,3.131094,0.195637,1.298833,0.195637,2023-04-22,2023-03-31
sz.300726,0.792174,0.207826,0.767001,,0.084242,0.206592,0.084242,2023-04-28,2023-03-31
sz.300727,0.620287,0.379713,0.557105,5.053841,-0.114100,-1.978468,-0.114100,2023-04-27,2023-03-31
sz.300729,0.468897,0.531103,0.388826,23.621060,0.228525,0.465821,0.228525,2023-04-28,2023-03-31
sz.300730,0.766144,0.233856,0.603936,-38.167576,-3.027319,,-3.027319,2023-04-28,2023-03-31
sz.300731,0.485036,0.514964,0.499519,-4.269147,0.010444,,0.010444,2023-04-28,2023-03-31
sz.300732,0.783610,0.216390,0.390006,5.724566,-0.464550,-4.922367,-0.464550,2023-04-21,2023-03-31
sz.300733,0.468587,0.531413,0.490401,2.959093,-0.426782,-11.416354,-0.426782,2023-04-26,2023-03-31
sz.300735,0.625264,0.374736,0.731886,,-0.088834,-2.113024,-0.088834,2023-04-26,2023-03-31
sz.300736,0.719666,0.280334,0.516002,0.575135,-0.067425,-22.391901,-0.067425,2023-04-24,2023-03-31
sz.300737,0.755524,0.244476,0.384551,4.526681,-0.352217,-11.364586,-0.352217,2023-04-27,2023-03-31
sz.300738,0.151486,0.848514,0.085882,2.947267,0.052965,0.383155,0.052965,2023-04-22,2023-03-31
sz.300739,0.476550,0.523450,0.583866,2.625190,0.261177,4.611186,0.261177,2023-04-27,2023-03-31
sz.300740,0.504834,0.495166,0.310422,3.993957,0.056365,1.081471,0.056365,2023-04-28,2023-03-31
sz.300741,0.725336,0.274664,0.711300,,0.431281,1.360174,0.431281,2023-04-28,2023-03-31
sz.300742,0.548530,0.451470,-0.195779,-0.862990,-0.168962,,-0.168962,2023-04-28,2023-03-31
sz.300743,0.619045,0.380955,0.395127,2.285679,0.068072,0.886023,0.068072,2023-04-25,2023-03-31
sz.300745,0.751080,0.248920,0.310247,6.753206,0.021176,0.237310,0.021176,2023-04-26,2023-03-31
sz.300746,0.590823,0.409177,0.392034,,-0.040032,-1.408110,-0.040032,2023-04-26,2023-03-31
sz.300747,0.703283,0.296717,0.480838,64.499863,-0.178745,-3.074009,-0.178745,2023-04-25,2023-03-31
sz.300748,0.810863,0.189137,0.578908,25.379189,0.252677,2.332132,0.252677,2023-04-27,2023-03-31
sz.300749,0.484646,0.515354,0.375802,4.019276,0.163427,9.417059,0.163427,2023-04-27,2023-03-31
sz.300750,0.608316,0.391684,0.242825,,0.235474,2.079863,0.235474,2023-04-21,2023-03-31
sz.300751,0.883227,0.116773,0.370769,116.330666,0.251017,1.418279,0.251017,2023-04-25,2023-03-31
sz.300752,0.568171,0.431829,0.378518,-31.085308,-0.608737,,-0.608737,2023-04-21,2023-03-31
sz.300753,0.485042,0.514958,0.669351,5.571708,-0.647036,-48.683211,-0.647036,2023-04-24,2023-03-31
sz.300755,0.931984,0.068016,0.446439,10.738653,0.130003,4.659091,0.130003,2023-04-29,2023-03-31
sz.300756,0.690530,0.309470,0.506705,,-0.257647,-1.480129,-0.257647,2023-04-27,2023-03-31
sz.300757,0.663626,0.336374,0.351737,2.227210,-0.103315,-6.625248,-0.103315,2023-04-26,2023-03-31
sz.300758,0.396268,0.603732,0.354065,-0.924910,-0.123894,,-0.123894,2023-04-26,2023-03-31
sz.300759,0.311608,0.688392,0.328437,11.867081,0.194620,1.514050,0.194620,2023-04-28,2023-03-31
sz.300760,0.665198,0.334802,0.559461,,0.159411,0.518344,0.159411,2023-04-28,2023-03-31
sz.300761,0.352539,0.647461,0.511557,-17.696481,-0.029086,,-0.029086,2023-04-22,2023-03-31
sz.300762,0.842006,0.157994,0.694942,,-1.477924,,-1.477924,2023-04-24,2023-03-31
sz.300763,0.425225,0.574775,0.370665,12.839070,0.070489,0.359636,0.070489,2023-04-25,2023-03-31
sz.300765,0.734227,0.265773,0.875905,,0.229395,0.862478,0.229395,2023-04-26,2023-03-31
sz.300766,0.551999,0.448001,0.699254,,0.015776,0.642926,0.015776,2023-04-26,2023-03-31
sz.300767,0.699781,0.300219,0.591018,1.662957,-0.287057,-8.672804,-0.287057,2023-04-26,2023-03-31
sz.300768,0.899722,0.100278,0.860100,,0.073370,0.519510,0.073370,2023-04-25,2023-03-31
sz.300769,0.580749,0.419251,0.263444,-12.755111,-0.158435,,-0.158435,2023-04-28,2023-03-31
sz.300770,0.910421,0.089579,0.732096,,1.058815,2.217133,1.058815,2023-04-22,2023-03-31
sz.300771,0.825595,0.174405,0.839353,,0.769857,,0.769857,2023-04-25,2023-03-31
sz.300772,0.692670,0.307330,0.152169,,-0.517651,-24.342868,-0.517651,2023-04-28,2023-03-31
sz.300773,0.646424,0.353576,0.304544,103.390349,0.237939,1.404368,0.237639,2023-04-28,2023-03-31
sz.300774,0.669573,0.330427,0.441807,,-0.328351,-1.398725,-0.328351,2023-04-21,2023-03-31
sz.300775,0.822167,0.177833,0.655372,,0.222595,0.671676,0.222595,2023-04-21,2023-03-31
sz.300776,0.903973,0.096027,0.532035,,-0.048168,-0.179090,-0.048168,2023-04-27,2023-03-31
sz.300777,0.605249,0.394751,0.844470,,0.997257,1.388251,0.997257,2023-04-26,2023-03-31
sz.300778,0.889328,0.110672,0.629897,9.121594,-0.589424,-4.225686,-0.589424,2023-04-28,2023-03-31
sz.300779,0.270692,0.729308,0.259186,7.205561,0.022591,0.139021,0.022591,2023-04-27,2023-03-31
sz.300780,0.406975,0.593025,0.507407,2.011350,0.335030,4.671520,0.335030,2023-04-21,2023-03-31
sz.300781,0.559933,0.440067,0.432017,191.307959,0.408698,2.138405,0.408698,2023-04-28,2023-03-31
sz.300782,0.379867,0.620134,0.870196,,0.741205,4.543448,0.741205,2023-04-28,2023-03-31
sz.300783,0.686517,0.313483,0.599617,176.992542,0.160700,1.593129,0.160700,2023-04-26,2023-03-31
sz.300785,0.654217,0.345783,0.675685,1.040057,0.063816,27.879632,0.063816,2023-04-27,2023-03-31
sz.300786,0.525485,0.474515,0.703801,9.195027,-0.424806,-21.614118,-0.424806,2023-04-28,2023-03-31
sz.300787,0.551861,0.448139,0.483147,0.457502,0.160185,9.265402,0.160185,2023-04-26,2023-03-31
sz.300788,0.846762,0.153238,0.629792,,-0.016308,-0.167893,-0.016308,2023-04-28,2023-03-31
sz.300789,0.883082,0.116918,0.679552,,-0.598851,-7.349611,-0.598851,2023-04-27,2023-03-31
sz.300790,0.420945,0.579055,0.337733,1.709219,0.290698,12.399561,0.290698,2023-04-28,2023-03-31
sz.300791,0.361903,0.638097,0.333162,2.843717,0.053948,2.019369,0.053948,2023-04-28,2023-03-31
sz.300792,0.625741,0.374259,0.852205,,0.107895,0.704690,0.107895,2023-04-27,2023-03-31
sz.300793,0.657576,0.342424,0.624466,3.623741,0.309119,4.597959,0.309119,2023-04-27,2023-03-31
sz.300795,0.816240,0.183760,0.494253,,1.697112,,1.697112,2023-04-28,2023-03-31
sz.300796,0.439396,0.560604,0.713292,29.654624,0.415536,1.775448,0.415536,2023-04-13,2023-03-31
sz.300797,0.541319,0.458681,0.516005,3.451425,-0.455383,-22.805286,-0.455383,2023-04-20,2023-03-31
sz.300798,0.588153,0.411847,0.563602,48.508084,-0.228936,-9.959085,-0.228936,2023-04-25,2023-03-31
sz.300799,0.674141,0.325859,0.771795,,-4.410988,,-4.410988,2023-04-28,2023-03-31
sz.300800,0.838647,0.161353,0.859590,,-0.568626,-6.572908,-0.568626,2023-04-25,2023-03-31
sz.300801,0.512656,0.487344,0.797298,8.998668,-0.013208,-0.212610,-0.013208,2023-04-20,2023-03-31
sz.300802,0.795400,0.204600,0.855962,,0.105177,0.616140,0.105177,2023-04-26,2023-03-31
sz.300803,0.660095,0.339905,0.058506,20.381301,5.166477,28.657761,4.863752,2023-04-25,2023-03-31
sz.300804,0.349614,0.650386,0.561393,9.083982,0.013591,0.097649,0.013591,2023-06-05,2023-03-31
sz.300805,0.845449,0.154551,0.676246,,-0.066587,-9.116301,-0.066587,2023-04-28,2023-03-31
sz.300806,0.296962,0.703038,0.281656,2.364043,-0.164399,-3.930726,-0.164399,2023-04-26,2023-03-31
sz.300807,0.628512,0.371488,0.743943,-121.594413,-2.176977,,-2.176977,2023-04-26,2023-03-31
sz.300808,0.372471,0.627529,0.683012,-1.147161,0.061035,,0.061035,2023-04-28,2023-03-31
sz.300809,0.821374,0.178626,0.685052,,-0.113795,-0.717176,-0.113795,2023-04-22,2023-03-31
sz.300810,0.836935,0.163065,0.858897,,-1.183406,,-1.183406,2023-04-26,2023-03-31
sz.300811,0.542064,0.457936,0.708648,19.619283,0.035887,0.158939,0.035887,2023-04-26,2023-03-31
sz.300812,0.813401,0.186599,0.535599,,-0.555428,,-0.555428,2023-04-27,2023-03-31
sz.300813,0.814441,0.185559,0.684236,,-0.225559,-1.013206,-0.225559,2023-04-27,2023-03-31
sz.300814,0.601069,0.398931,0.603163,13.282930,0.135827,2.918691,0.135827,2023-04-25,2023-03-31
sz.300815,0.636429,0.363571,0.486268,17.840065,0.029180,0.262617,0.029180,2023-04-25,2023-03-31
sz.300816,0.780638,0.219362,0.352473,3.726337,-0.538902,-16.129944,-0.538902,2023-04-27,2023-03-31
sz.300817,0.468014,0.531987,0.665271,19.339824,0.004499,0.074874,0.004499,2023-04-26,2023-03-31
sz.300818,0.543367,0.456633,0.564490,-0.397778,-0.268245,,-0.268245,2023-04-27,2023-03-31
sz.300819,0.434611,0.565389,0.712840,79.892069,-0.093285,-2.011669,-0.093285,2023-04-27,2023-03-31
sz.300820,0.932002,0.067998,0.496865,,-0.283015,-1.192067,-0.283015,2023-04-28,2023-03-31
sz.300821,0.414213,0.585787,0.742384,-20.014196,-0.296152,,-0.296152,2023-04-25,2023-03-31
sz.300822,0.582585,0.417415,0.719286,2.152787,0.256697,5.247969,0.256697,2023-04-21,2023-03-31
sz.300823,0.670561,0.329439,0.689227,,0.354746,2.692279,0.354746,2023-04-25,2023-03-31
sz.300824,0.849293,0.150707,0.684552,73.410931,0.256788,2.484799,0.256788,2023-04-25,2023-03-31
sz.300825,0.568422,0.431578,0.559321,10.816182,-0.210564,-1.925920,-0.210564,2023-04-25,2023-03-31
sz.300826,0.815036,0.184964,0.426324,11.813108,-0.685586,-6.081496,-0.685586,2023-04-25,2023-03-31
sz.300827,0.898001,0.101999,0.206805,,-0.787006,-13.365409,-0.787006,2023-04-27,2023-03-31
sz.300828,0.669473,0.330527,0.833429,13.099394,0.248826,2.379965,0.248826,2023-04-27,2023-03-31
sz.300829,0.310350,0.689650,0.480894,4.679013,-0.076142,-1.899166,-0.076142,2023-04-28,2023-03-31
sz.300830,0.750456,0.249544,0.894443,,-1.376144,,-1.376144,2023-04-26,2023-03-31
sz.300831,0.833597,0.166403,0.870022,,-0.555019,-6.302452,-0.555019,2023-04-27,2023-03-31
sz.300832,0.722352,0.277648,0.894531,127.371804,0.205067,0.505847,0.205067,2023-04-28,2023-03-31
sz.300833,0.827570,0.172430,0.848349,,0.272441,0.899467,0.272441,2023-04-22,2023-03-31
sz.300834,0.297307,0.702693,0.912818,,-0.655715,-10.641405,-0.655715,2023-04-27,2023-03-31
sz.300835,0.481550,0.518450,0.435313,4.755905,-0.053941,-0.645715,-0.053941,2023-04-27,2023-03-31
sz.300836,0.773501,0.226499,0.590316,3.990774,-0.562422,-9.527858,-0.562422,2023-04-24,2023-03-31
sz.300837,0.721213,0.278787,0.655130,,-0.021977,-0.083637,-0.021977,2023-04-25,2023-03-31
sz.300838,0.703870,0.296130,0.644404,,-0.208371,-1.856824,-0.208371,2023-04-28,2023-03-31
sz.300839,0.490138,0.509862,0.433552,8.134400,0.004849,0.037403,0.004849,2023-04-18,2023-03-31
sz.300840,0.556805,0.443195,0.643956,,0.256149,1.495256,0.256149,2023-04-27,2023-03-31
sz.300841,0.580166,0.419834,0.829164,,0.060738,0.160586,0.060738,2023-04-25,2023-03-31
sz.300842,0.913063,0.086937,0.223001,8.180898,-0.320607,-5.849821,-0.320607,2023-04-27,2023-03-31
sz.300843,0.656268,0.343732,0.539645,7.376335,-0.120850,-1.796660,-0.120850,2023-04-27,2023-03-31
sz.300844,0.838774,0.161226,0.772276,-83.501341,0.095873,,0.095873,2023-04-28,2023-03-31
sz.300845,0.775043,0.224957,0.790692,,-2.003790,,-2.003790,2023-04-27,2023-03-31
sz.300846,0.363676,0.636324,0.386073,-6.180792,0.258811,,0.258811,2023-04-22,2023-03-31
sz.300847,0.628470,0.371530,0.799309,,0.182507,2.036683,0.182507,2023-04-25,2023-03-31
sz.300848,0.583820,0.416180,0.333595,,0.148069,1.986248,0.148069,2023-04-25,2023-03-31
sz.300849,0.432828,0.567172,0.721083,-8.638902,0.076189,,0.076189,2023-04-27,2023-03-31
sz.300850,0.528781,0.471219,0.358744,4.632441,-0.141772,-1.475490,-0.141772,2023-04-26,2023-03-31
sz.300851,0.766151,0.233849,0.896984,,-0.711623,,-0.711623,2023-04-26,2023-03-31
sz.300852,0.591871,0.408129,0.697661,10.999143,0.116818,0.781253,0.116818,2023-04-25,2023-03-31
sz.300853,0.754917,0.245083,0.595270,44.455293,-0.307460,-1.115485,-0.307460,2023-04-27,2023-03-31
sz.300854,0.717070,0.282930,0.576070,,-0.904089,-130.835687,-0.904089,2023-04-27,2023-03-31
sz.300855,0.625005,0.374995,0.752305,,-0.321044,-1.272626,-0.321044,2023-04-19,2023-03-31
sz.300856,0.575619,0.424381,0.787573,30.538591,0.292548,1.073198,0.292548,2023-04-26,2023-03-31
sz.300857,0.841626,0.158374,0.578373,8.034446,-0.151971,-2.692801,-0.151971,2023-04-25,2023-03-31
sz.300858,0.724189,0.275811,0.932198,,0.317117,1.141026,0.317117,2023-04-19,2023-03-31
sz.300859,0.311198,0.688802,0.755639,,-0.461838,,-0.461838,2023-04-28,2023-03-31
sz.300860,0.920390,0.079610,0.801950,,-0.097185,,-0.097185,2023-04-28,2023-03-31
sz.300861,0.802513,0.197487,0.749876,,-0.136850,-0.357103,-0.136850,2023-04-26,2023-03-31
sz.300862,0.662500,0.337500,0.731860,,-1.146025,-13.786275,-1.146025,2023-04-25,2023-03-31
sz.300863,0.698753,0.301247,0.441027,4.506880,0.007823,0.158417,0.007823,2023-04-26,2023-03-31
sz.300864,0.937954,0.062046,0.795105,,-0.388997,-1.323119,-0.388997,2023-04-26,2023-03-31
sz.300865,0.763619,0.236381,0.696588,,0.328158,9.678142,0.328158,2023-04-26,2023-03-31
sz.300866,0.706063,0.293937,0.640058,6.050075,0.140484,1.528845,0.140484,2023-04-28,2023-03-31
sz.300867,0.178846,0.821154,-0.285011,2.121161,0.082324,0.776486,0.082324,2023-04-27,2023-03-31
