code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600048,2021-04-20,2020-12-31,0.172182,0.164743,0.325568,40048207579.360000,2.418897,241807918071.510000,11967615691.00,11967615691.00
