code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600011,2023-03-22,2022-12-31,-0.069106,-0.040875,0.030415,-10084887416.000000,-0.470574,235497167816.000000,15698093359.00,10997709919.00
