date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600029,6.3300,-3.812835,2.929220,1.151163,-148.582036
2023-07-06,sh.600029,6.3600,-3.830905,2.943103,1.156619,-149.286216
