code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600031,2023-04-01,2022-12-31,0.066422,0.055045,0.240175,4404585000.000000,0.503080,78100550000.000000,8493286021.00,8470899771.00
