code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600025,2020-04-25,2019-12-31,0.111719,0.285397,0.560844,5936517593.420000,0.308031,20763921840.380000,18000000000.00,8928000000.00
