code,date,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
sh.600639,2023-07-07,12.54,6.869108,0.983265,2.075646,10.977903
sh.600639,2023-07-10,12.56,6.880063000000002,0.984833,2.078957,10.995412
sh.600639,2023-07-11,11.97,6.556875,0.938571,1.981299,10.478908
sh.600639,2023-07-12,11.77,6.44732,0.922889,1.948194,10.303821
sh.600639,2023-07-13,11.88,6.507576,0.931514,1.966402,10.400119
sh.600639,2023-07-14,11.82,6.474709,0.926809,1.95647,10.347593
sh.600639,2023-07-17,11.91,6.524009,0.933866,1.971367,10.426382
sh.600639,2023-07-18,12.06,6.606175,0.945628,1.996196,10.557696
sh.600639,2023-07-19,12.24,6.704775,0.959742,2.02599,10.715274
sh.600639,2023-07-20,12.17,6.66643,0.954253,2.014403,10.653994
sh.600639,2023-07-21,12.3,6.737641,0.964446,2.035921,10.7678
sh.600640,2023-07-05,11.47,-55.320483,2.294496,2.916433,-40.407037
sh.600640,2023-07-06,11.69,-56.381556,2.338505,2.972372,-41.182063
sh.600640,2023-07-07,11.57,-55.802789,2.3145,2.94186,-40.759321
sh.600640,2023-07-10,11.62,-56.043942,2.324502,2.954573,-40.935464
sh.600640,2023-07-11,11.84,-57.105015,2.368512,3.010512,-41.71049
sh.600640,2023-07-12,11.41,-55.0311,2.282493,2.901177,-40.195666
sh.600640,2023-07-13,11.75,-56.67094,2.350508,2.987628,-41.393434
sh.600640,2023-07-14,11.99,-57.828474,2.398518,3.048651,-42.238917
sh.600640,2023-07-17,12.07,-58.214319,2.4145220000000003,3.068993,-42.520744
sh.600640,2023-07-18,11.89,-57.34616800000001,2.378514,3.023225,-41.886632
sh.600640,2023-07-19,12.01,-57.924935,2.402519,3.053737,-42.309373
sh.600640,2023-07-20,11.66,-56.236865,2.332504,2.964744,-41.07637800000001
sh.600640,2023-07-21,11.62,-56.043942,2.324502,2.954573,-40.935464
sh.600641,2023-07-05,19.22,37.524921,2.133711,15.10156,-171.510081
sh.600641,2023-07-06,19.16,37.407778,2.12705,15.054417,-170.974669
sh.600641,2023-07-07,18.92,36.939205,2.100406,14.865844,-168.833024
sh.600641,2023-07-10,18.75,36.607299,2.081534,14.732271,-167.316026
sh.600641,2023-07-11,19.0,37.095396,2.109287,14.928702,-169.546906
sh.600641,2023-07-12,18.52,36.158249,2.056,14.551555,-165.26361599999996
sh.600641,2023-07-13,18.74,36.587775,2.080423,14.724414,-167.22679
sh.600641,2023-07-14,18.71,36.529203,2.077093,14.700842000000002,-166.95908500000004
sh.600641,2023-07-17,18.59,36.294916,2.063771,14.606556,-165.888262
sh.600641,2023-07-18,18.43,35.982534,2.046009,14.480841,-164.460499
sh.600641,2023-07-19,18.13,35.396817,2.0127040000000003,14.245124,-161.78344199999995
sh.600641,2023-07-20,17.95,35.045387,1.992721,14.103694,-160.177208
sh.600641,2023-07-21,17.89,34.928244,1.986061,14.056551,-159.641797
sh.600643,2023-07-05,5.0,20.453646,0.639903,3.114909,-84.336013
sh.600643,2023-07-06,4.99,20.412739,0.6386229999999999,3.10868,-84.16734100000002
sh.600643,2023-07-07,5.02,20.535461,0.642462,3.127369,-84.673357
sh.600643,2023-07-10,5.01,20.494554,0.6411819999999999,3.121139,-84.504685
sh.600643,2023-07-11,5.03,20.576368,0.643742,3.133599,-84.84202900000003
sh.600643,2023-07-12,4.99,20.412739,0.6386229999999999,3.10868,-84.16734100000002
sh.600643,2023-07-13,5.06,20.69909,0.6475810000000001,3.152288,-85.348045
sh.600643,2023-07-14,5.02,20.535461,0.642462,3.127369,-84.673357
sh.600643,2023-07-17,5.04,20.617276,0.645022,3.139829,-85.010701
sh.600643,2023-07-18,5.04,20.617276,0.645022,3.139829,-85.010701
sh.600643,2023-07-19,5.07,20.739998,0.648861,3.158518,-85.516717
sh.600643,2023-07-20,5.09,20.821812,0.651421,3.170978,-85.854061
sh.600643,2023-07-21,5.1,20.862719,0.652701,3.1772080000000003,-86.022733
sh.600644,2023-07-05,7.47,118.799839,2.256794,1.396008,-99.668678
sh.600644,2023-07-06,7.62,121.185378,2.302111,1.42404,-101.670057
sh.600644,2023-07-07,7.61,121.026342,2.29909,1.422171,-101.536632
sh.600644,2023-07-10,7.69,122.29863,2.323259,1.437122,-102.604034
sh.600644,2023-07-11,7.57,120.390199,2.287005,1.414696,-101.002931
sh.600644,2023-07-12,7.47,118.799839,2.256794,1.396008,-99.668678
sh.600644,2023-07-13,7.47,118.799839,2.256794,1.396008,-99.668678
sh.600644,2023-07-14,7.28,115.778157,2.199392,1.3605,-97.133598
sh.600644,2023-07-17,7.32,116.4143,2.211477,1.367976,-97.667299
sh.600644,2023-07-18,7.26,115.460085,2.19335,1.356763,-96.866747
sh.600644,2023-07-19,7.26,115.460085,2.19335,1.356763,-96.866747
sh.600644,2023-07-20,7.17,114.028762,2.16616,1.339943,-95.66592
sh.600644,2023-07-21,7.17,114.028762,2.16616,1.339943,-95.66592
sh.600645,2023-07-05,16.92,69.128011,2.213374,5.146513,43.067156
sh.600645,2023-07-06,16.82,68.719453,2.200293,5.116097,42.812622
sh.600645,2023-07-07,16.75,68.433463,2.191136,5.094805,42.634448
sh.600645,2023-07-10,16.79,68.596886,2.196368,5.106972,42.736262
sh.600645,2023-07-11,16.92,69.128011,2.213374,5.146513,43.067156
sh.600645,2023-07-12,16.88,68.964588,2.208142,5.134347,42.965342
sh.600645,2023-07-13,17.16,70.108551,2.24477,5.219514,43.678037
sh.600645,2023-07-14,17.01,69.495714,2.225148,5.173889,43.296236
sh.600645,2023-07-17,17.0,69.454858,2.223839,5.170847,43.270783
sh.600645,2023-07-18,17.03,69.577425,2.227764,5.179972,43.347143
sh.600645,2023-07-19,16.99,69.414002,2.222531,5.167805,43.24533
sh.600645,2023-07-20,16.98,69.37314599999999,2.221223,5.164763,43.219876
sh.600645,2023-07-21,17.09,69.82256,2.2356130000000003,5.198222,43.499864
sh.600647,2023-07-05,13.89,-108.185191,6.57767,110.996638,-53.808321
sh.600647,2023-07-06,13.94,-108.574627,6.6013470000000005,111.396194,-54.00201600000001
sh.600647,2023-07-07,13.79,-107.40632,6.530314,110.197526,-53.42093199999999
sh.600647,2023-07-10,13.85,-107.873643,6.558728,110.676993,-53.65336600000001
sh.600647,2023-07-11,14.18,-110.443917,6.715000999999999,113.314062,-54.931749
sh.600647,2023-07-12,14.14,-110.132369,6.696058,112.994418,-54.776794
sh.600647,2023-07-13,14.12,-109.976595,6.6865869999999985,112.834595,-54.699316
sh.600647,2023-07-14,14.1,-109.82082,6.677116000000002,112.674773,-54.621838
sh.600647,2023-07-17,14.17,-110.36603,6.710265,113.234151,-54.89301
sh.600647,2023-07-18,14.21,-110.677578,6.7292070000000015,113.553796,-55.047966
sh.600647,2023-07-19,14.57,-113.481514,6.899686999999999,116.430599,-56.44256600000001
sh.600647,2023-07-20,14.37,-111.923772,6.804976,114.832375,-55.667788
sh.600647,2023-07-21,14.53,-113.169966,6.880745,116.110954,-56.28761
sh.600649,2023-07-05,3.93,27.234612,0.478984,1.280764,-3.698921
sh.600649,2023-07-06,3.95,27.37321,0.481422,1.287282,-3.717745
sh.600649,2023-07-07,3.96,27.442509,0.482641,1.290541,-3.727157
sh.600649,2023-07-10,3.94,27.303911,0.480203,1.284023,-3.708333
sh.600649,2023-07-11,3.95,27.37321,0.481422,1.287282,-3.717745
sh.600649,2023-07-12,3.88,26.888115000000006,0.47289,1.264469,-3.651861
sh.600649,2023-07-13,3.9,27.026714,0.475328,1.270987,-3.670685
sh.600649,2023-07-14,3.92,27.165312,0.477766,1.277505,-3.689509
sh.600649,2023-07-17,3.92,27.165312,0.477766,1.277505,-3.689509
sh.600649,2023-07-18,3.95,27.37321,0.481422,1.287282,-3.717745
sh.600649,2023-07-19,3.98,27.581108,0.485078,1.297059,-3.745981
sh.600649,2023-07-20,3.99,27.650407,0.486297,1.300318,-3.755393
sh.600649,2023-07-21,4.03,27.927604,0.4911720000000001,1.313353,-3.793041000000001
sh.600650,2023-07-05,9.64,-192.568992,1.36214,2.595947,-15.97724
sh.600650,2023-07-06,9.7,-193.767555,1.370618,2.612105,-16.076683
sh.600650,2023-07-07,9.74,-194.566596,1.376271,2.622876,-16.142979
sh.600650,2023-07-10,9.7,-193.767555,1.370618,2.612105,-16.076683
sh.600650,2023-07-11,9.75,-194.766356,1.377684,2.625569,-16.159553
sh.600650,2023-07-12,9.59,-191.570191,1.355075,2.5824830000000003,-15.89437
sh.600650,2023-07-13,9.7,-193.767555,1.370618,2.612105,-16.076683
sh.600650,2023-07-14,9.69,-193.567794,1.369205,2.609412,-16.060109
sh.600650,2023-07-17,9.74,-194.566596,1.376271,2.622876,-16.142979
sh.600650,2023-07-18,9.77,-195.165877,1.38051,2.630955,-16.1927
sh.600650,2023-07-19,9.82,-196.164679,1.387575,2.644419,-16.275570000000002
sh.600650,2023-07-20,9.79,-195.565398,1.383336,2.636341,-16.225848000000006
sh.600650,2023-07-21,9.86,-196.96372,1.393227,2.655191,-16.341866
sh.600651,2023-07-05,4.05,28.480669,4.291429,3.902443,-20.939347
sh.600651,2023-07-06,4.03,28.340024,4.270237,3.883171,-20.835943
sh.600651,2023-07-07,4.01,28.199379,4.249045,3.8639,-20.732539000000006
sh.600651,2023-07-10,3.97,27.918088,4.20666,3.825357,-20.525731
sh.600651,2023-07-11,3.99,28.058733,4.227852,3.844629,-20.629135
sh.600651,2023-07-12,3.88,27.285184,4.111295,3.738637,-20.060412
sh.600651,2023-07-13,3.93,27.636798,4.164276,3.786815,-20.318922
sh.600651,2023-07-14,3.93,27.636798,4.164276,3.786815,-20.318922
sh.600651,2023-07-17,3.9,27.42583,4.132487,3.757908,-20.163816
sh.600651,2023-07-18,3.93,27.636798,4.164276,3.786815,-20.318922
sh.600651,2023-07-19,3.89,27.355507,4.1218910000000015,3.748272,-20.112114
sh.600651,2023-07-20,3.82,26.863248,4.047718,3.680823,-19.750199
sh.600651,2023-07-21,3.81,26.792926,4.037122,3.671187,-19.698497
sh.600653,2023-07-05,1.86,-18.159886,3.72023,0.642482,-41.8744
sh.600653,2023-07-06,1.86,-18.159886,3.72023,0.642482,-41.8744
sh.600653,2023-07-07,1.87,-18.25752,3.740232,0.645936,-42.099531
sh.600653,2023-07-10,1.86,-18.159886,3.72023,0.642482,-41.8744
sh.600653,2023-07-11,1.87,-18.25752,3.740232,0.645936,-42.099531
sh.600653,2023-07-12,1.87,-18.25752,3.740232,0.645936,-42.099531
sh.600653,2023-07-13,1.88,-18.355154,3.760233,0.6493899999999999,-42.324662
sh.600653,2023-07-14,1.88,-18.355154,3.760233,0.6493899999999999,-42.324662
sh.600653,2023-07-17,1.89,-18.452787,3.780234,0.652845,-42.549793
sh.600653,2023-07-18,1.9,-18.550421,3.800235,0.656299,-42.774924
sh.600653,2023-07-19,1.91,-18.648055,3.820237,0.6597529999999999,-43.000056
sh.600653,2023-07-20,1.88,-18.355154,3.760233,0.6493899999999999,-42.324662
sh.600653,2023-07-21,1.91,-18.648055,3.820237,0.6597529999999999,-43.000056
sh.600654,2023-07-05,2.19,-24.606292,4.341532,2.352383,-75.964383
sh.600654,2023-07-06,2.17,-24.381577,4.301883,2.3309,-75.27064399999998
sh.600654,2023-07-07,2.17,-24.381577,4.301883,2.3309,-75.27064399999998
sh.600654,2023-07-10,2.18,-24.493934,4.321707,2.341642,-75.617514
sh.600654,2023-07-11,2.16,-24.269219,4.2820589999999985,2.320159,-74.923775
sh.600654,2023-07-12,2.2,-24.718649,4.361356,2.363125,-76.311252
sh.600654,2023-07-13,2.18,-24.493934,4.321707,2.341642,-75.617514
sh.600654,2023-07-14,2.18,-24.493934,4.321707,2.341642,-75.617514
sh.600654,2023-07-17,2.15,-24.156862,4.2622339999999985,2.309417,-74.57690600000002
sh.600654,2023-07-18,2.18,-24.493934,4.321707,2.341642,-75.617514
sh.600654,2023-07-19,2.16,-24.269219,4.2820589999999985,2.320159,-74.923775
sh.600654,2023-07-20,2.16,-24.269219,4.2820589999999985,2.320159,-74.923775
sh.600654,2023-07-21,2.15,-24.156862,4.2622339999999985,2.309417,-74.57690600000002
sh.600657,2023-07-05,4.19,22.026352,0.494036,0.771317,9.411607
sh.600657,2023-07-06,4.26,22.394334,0.50229,0.784203,9.568841
sh.600657,2023-07-07,4.25,22.341765,0.501111,0.782362,9.546379
sh.600657,2023-07-10,4.21,22.13149,0.496394,0.774999,9.456531
sh.600657,2023-07-11,4.18,21.973783,0.492857,0.7694770000000001,9.389145
sh.600657,2023-07-12,4.09,21.500664,0.482245,0.752909,9.186986
sh.600657,2023-07-13,4.15,21.816077,0.48932,0.763954,9.321758
sh.600657,2023-07-14,4.14,21.763508,0.488141,0.762113,9.299296
sh.600657,2023-07-17,4.13,21.710939,0.486962,0.7602720000000001,9.276834
sh.600657,2023-07-18,4.15,21.816077,0.48932,0.763954,9.321758
sh.600657,2023-07-19,4.24,22.289197,0.499931,0.780522,9.523917
sh.600657,2023-07-20,4.27,22.446903,0.5034689999999999,0.786044,9.591303
sh.600657,2023-07-21,4.48,23.550849,0.528229,0.824702,10.063007
sh.600658,2023-07-05,6.04,7.974628,0.8765280000000001,1.005371,-5.989814
sh.600658,2023-07-06,5.93,7.8293940000000015,0.860564,0.987061,-5.880728
sh.600658,2023-07-07,5.81,7.6709580000000015,0.84315,0.967087,-5.761725
sh.600658,2023-07-10,5.73,7.565334,0.83154,0.953771,-5.68239
sh.600658,2023-07-11,5.69,7.512522,0.825736,0.947113,-5.642722
sh.600658,2023-07-12,5.5,7.261664,0.798163,0.915487,-5.454301
sh.600658,2023-07-13,5.58,7.367288,0.809772,0.928803,-5.533636
sh.600658,2023-07-14,5.6,7.393694,0.812675,0.932132,-5.55347
sh.600658,2023-07-17,5.57,7.354085,0.808321,0.927139,-5.52372
sh.600658,2023-07-18,5.58,7.367288,0.809772,0.928803,-5.533636
sh.600658,2023-07-19,5.75,7.59174,0.834443,0.9571,-5.702224
sh.600658,2023-07-20,5.7,7.525725,0.8271870000000001,0.948777,-5.652639
sh.600658,2023-07-21,5.78,7.631349,0.8387959999999999,0.962093,-5.731975
sh.600661,2023-07-05,9.27,41.040911,8.334911,3.540973,42.943937
sh.600661,2023-07-06,9.3,41.173729,8.361884,3.552433,43.082914
sh.600661,2023-07-07,9.21,40.775274,8.280963,3.518054,42.665983
sh.600661,2023-07-10,9.33,41.306547,8.388858,3.563892,43.221892
sh.600661,2023-07-11,9.26,40.996638,8.325919,3.537153,42.897612
sh.600661,2023-07-12,9.2,40.731001,8.271972,3.514235,42.619657
sh.600661,2023-07-13,9.31,41.218002,8.370875999999999,3.556253,43.12924
sh.600661,2023-07-14,9.33,41.306547,8.388858,3.563892,43.221892
sh.600661,2023-07-17,9.11,40.332545,8.19105,3.479856,42.202726
sh.600661,2023-07-18,9.05,40.06690800000001,8.137103,3.4569370000000004,41.924772
sh.600661,2023-07-19,9.16,40.553909,8.236007,3.4989550000000005,42.434354
sh.600661,2023-07-20,9.3,41.173729,8.361884,3.552433,43.082914
sh.600661,2023-07-21,9.17,40.598182,8.244997999999999,3.502775,42.48068
