code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sh.601012,2020-10-31,2020-09-30,0.209284,2.318966,0.480317,0.973751,0.192960,0.875946,0.992535,0.221944
