code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600031,2022-04-23,2021-12-31,0.200134,0.116156,0.258530,12325681000.000000,1.416925,103560545000.000000,8492587833.00,8492587833.00
