code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600015,2020-04-17,2019-12-31,0.090380,0.260993,,22115000000.000000,1.423584,84734000000.000000,15387223983.00,12822686653.00
