code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600015,2021-04-30,2020-12-31,0.077618,0.226296,,21568000000.000000,1.382641,,15387223983.00,12822686653.00
