code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600000,2020-04-25,2019-12-31,0.114901,0.312059,,59506000000.000000,2.007047,190688000000.000000,29352080397.00,28103763899.00
