code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600031,2021-03-31,2020-12-31,0.305624,0.159657,0.298183,15860689000.000000,1.820069,96824664000.000000,8478506732.00,8478506732.00
