date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600028,6.4800,12.215092,0.962781,0.232745,39.272543
2023-07-06,sh.600028,6.4900,12.233943,0.964267,0.233104,39.333149
