code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600089,2022-04-12,2021-12-31,0.177400,0.160148,0.302709,9813620784.130000,1.914927,60346835293.450000,3788550289.00,3788550289.00
