code,year,quarter,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600519,2021,4.0,2022-03-31,2021-12-31,0.299036,0.524724,0.9154030000000001,55720529956.46,41.761054,106059290342.18,1256197800.0,1256197800.0
sh.600519,2022,4.0,2023-03-31,2022-12-31,0.324077,0.526795,0.918667,65375136766.75,49.925612,123772332348.71,1256197800.0,1256197800.0
sh.600547,2019,4.0,2020-04-17,2019-12-31,0.05765,0.022695,0.09651900000000001,1421386030.72,0.416009,62463584966.16,3099611632.0,2196496472.0
sh.600547,2020,4.0,2021-03-31,2020-12-31,0.08702599999999999,0.039916,0.12325699999999999,2541184558.63,0.5232289999999999,63488269184.23,4313946766.0,3290443133.0
sh.600547,2021,4.0,2022-03-29,2021-12-31,-0.006681,-0.005758,0.105618,-195411381.3,-0.043297,33643078176.54,4473429525.0,3614443347.0
sh.600547,2022,4.0,2023-03-30,2022-12-31,0.040126,0.028295999999999998,0.141012,1423431829.4,0.27850199999999997,50072441167.82,4473429525.0,3614443347.0
sh.600570,2019,4.0,2020-04-25,2019-12-31,0.369651,0.365566,0.967773,1415412472.29,1.762877,3866228617.07,803146734.0,803146734.0
sh.600570,2020,4.0,2021-04-27,2020-12-31,0.292646,0.32668800000000003,0.770911,1363152354.21,1.2659200000000002,4167541269.62,1044090754.0,1044090754.0
sh.600570,2021,4.0,2022-03-31,2021-12-31,0.285595,0.27110100000000004,0.729904,1490128685.0,1.001354,5492012267.44,1461560480.0,1461560480.0
sh.600570,2022,4.0,2023-04-01,2022-12-31,0.174479,0.172217,0.735643,1119819797.15,0.5742550000000001,6497599111.75,1900006442.0,1900006442.0
sh.600584,2019,4.0,2020-04-30,2019-12-31,0.007116,0.004108,0.11183900000000001,96647730.61,0.055314999999999996,23445816943.09,1602874555.0,984570000.0
sh.600584,2020,4.0,2021-04-29,2020-12-31,0.100233,0.049349000000000004,0.15455,1305983885.08,0.813782,26346704875.78,1602874555.0,1359844003.0
sh.600584,2021,4.0,2022-03-31,2021-12-31,0.17206400000000002,0.09705,0.184089,2960259419.44,1.662616,30345151906.49,1779553000.0,1779553000.0
sh.600584,2022,4.0,2023-03-31,2022-12-31,0.141605,0.095699,0.17036400000000002,3230988205.53,1.815618,33631678717.08,1779553000.0,1779553000.0
sh.600585,2019,4.0,2020-03-21,2019-12-31,0.26868800000000004,0.21875999999999998,0.332867,34352006686.0,6.3390900000000014,148114262587.0,5299302579.0,3999702579.0
sh.600585,2020,4.0,2021-03-26,2020-12-31,0.234837,0.206364,0.291615,36370179229.0,6.6291160000000025,147953689000.0,5299302579.0,3999702579.0
sh.600585,2021,4.0,2022-03-26,2021-12-31,0.19256900000000002,0.203425,0.296342,34165836022.0,6.277632,148224490000.0,5299302579.0,3999702579.0
sh.600585,2022,4.0,2023-03-28,2022-12-31,0.08526900000000001,0.122252,0.213029,16139906496.0,2.955247,132021553710.0,5299302579.0,3999702579.0
sh.600588,2019,4.0,2020-03-28,2019-12-31,0.172155,0.155272,0.6542479999999999,1321308989.0,0.472459,8216645764.0,2503898164.0,2492673206.0
sh.600588,2020,4.0,2021-03-27,2020-12-31,0.13436099999999998,0.12333499999999999,0.61047,1051381443.0,0.30228299999999997,8193794947.0,3270449192.0,3250701436.0
sh.600588,2021,4.0,2022-03-19,2021-12-31,0.09741799999999999,0.07639800000000001,0.612486,682370747.0,0.216387,8588794475.0,3270821345.0,3241404887.0
sh.600588,2022,4.0,2023-03-25,2022-12-31,0.02376,0.024272,0.563738,224797081.0,0.063831,9200574628.0,3433634418.0,3416873091.0
sh.600600,2019,4.0,2020-03-30,2019-12-31,0.099731,0.068937,0.38963000000000003,1929116393.0,1.37093,27983760363.0,1350982795.0,695913617.0
sh.600600,2020,4.0,2021-03-29,2020-12-31,0.11063699999999999,0.083825,0.40415100000000004,2326968805.0,1.613657,27337978000.0,1364182795.0,695913617.0
sh.600600,2021,4.0,2022-03-29,2021-12-31,0.14466700000000002,0.10794100000000001,0.367148,3256243870.0,2.312782,29672697265.0,1364354793.0,695913617.0
sh.600600,2022,4.0,2023-03-23,2022-12-31,0.153026,0.11826300000000001,0.36845100000000003,3804721478.0,2.719938,31697343000.0,1364232790.0,700273045.0
sh.600606,2019,4.0,2020-04-28,2019-12-31,0.19788499999999998,0.048969,0.154645,20950109568.84,1.211606,423553149859.84,12168154385.0,12168154385.0
sh.600606,2020,4.0,2021-04-27,2020-12-31,0.18325999999999998,0.046375,0.144117,21135659525.97,1.232543,450397607713.62,12168154385.0,12168154385.0
sh.600606,2021,4.0,2022-04-30,2021-12-31,0.070719,0.017349,0.116746,9442808520.98,0.4836220000000001,540497027574.95,12776562104.0,12776562104.0
sh.600606,2022,4.0,2023-04-29,2022-12-31,0.011184,0.010555,0.105023,4596802115.41,0.071871,428836339195.19,14054218314.0,14054218314.0
sh.600660,2019,4.0,2020-04-28,2019-12-31,0.139478,0.137329,0.374638,2898182172.0,1.155391,20765088255.0,2508617532.0,2002986332.0
sh.600660,2020,4.0,2021-03-30,2020-12-31,0.121065,0.13053199999999998,0.39506399999999997,2598450936.0,1.036737,19641289272.0,2508617532.0,2002986332.0
sh.600660,2021,4.0,2022-03-18,2021-12-31,0.131363,0.13316,0.35902199999999995,3142980793.0,1.205546,23261134069.0,2609743532.0,2002986332.0
sh.600660,2022,4.0,2023-03-17,2022-12-31,0.171965,0.169146,0.340346,4752795645.0,1.8222459999999998,27650978801.0,2609743532.0,2002986332.0
sh.600674,2019,4.0,2020-04-25,2019-12-31,0.11343699999999995,3.563881,0.503884,2987713781.77,0.669482,815804775.36,4402140480.0,4402140480.0
sh.600674,2020,4.0,2021-04-22,2020-12-31,0.113068,3.113117,0.465153,3209998367.37,0.718206,1015458826.8,4402146445.0,4402146445.0
sh.600674,2021,4.0,2022-04-21,2021-12-31,0.10283900000000001,2.482242,0.419095,3135899135.12,0.700699,1179194608.04,4406155440.0,4406155440.0
sh.600674,2022,4.0,2023-04-21,2022-12-31,0.108055,2.5149779999999997,0.38506,3572311798.95,0.7880729999999999,1303167127.89,4460581221.0,4460581221.0
sh.600690,2019,4.0,2020-04-30,2019-12-31,0.188021,0.061438,0.298331,12334392517.1,1.247232,199470697570.75,6579566627.0,6308552654.0
sh.600690,2020,4.0,2021-03-31,2020-12-31,0.154773,0.053988,0.296819,11322616277.28,0.983246,208593269178.46,9027846441.0,6308552654.0
sh.600690,2021,4.0,2022-03-31,2021-12-31,0.178235,0.058083,0.312334,13217067178.51,1.3903020000000001,226577061321.69,9398704530.0,6308552654.0
sh.600690,2022,4.0,2023-03-31,2022-12-31,0.16983900000000002,0.060498,0.31329,14732181618.53,1.557272,242431313231.23,9446598493.0,6308552654.0
sh.600741,2019,4.0,2020-04-11,2019-12-31,0.136372,0.059130999999999996,0.144617,8516294451.89,2.050025,144023626070.75,3152723984.0,3152723984.0
sh.600741,2020,4.0,2021-03-25,2020-12-31,0.105986,0.052239999999999995,0.152306,6978084049.14,1.713844,133577639721.75,3152723984.0,3152723984.0
sh.600741,2021,4.0,2022-04-29,2021-12-31,0.12674000000000002,0.057104999999999996,0.14376,7991487616.84,2.051857,131070790144.03,3152723984.0,3152723984.0
sh.600741,2022,4.0,2023-04-28,2022-12-31,0.140533,0.050934,0.14218599999999998,8061205060.98,2.2847310000000003,149553820884.65,3152723984.0,3152723984.0
sh.600745,2019,4.0,2020-04-22,2019-12-31,0.101159,0.033175,0.103227,1379335892.19,1.115237,41501826226.71,1124033709.0,637266387.0
sh.600745,2020,4.0,2021-04-30,2020-12-31,0.096134,0.047568,0.152085,2459606006.08,1.940116,51578479286.5,1244937731.0,819701190.0
sh.600745,2021,4.0,2022-04-26,2021-12-31,0.083225,0.047658,0.16173800000000002,2512916076.52,2.095587,52656644639.28,1246210166.0,936607734.0
sh.600745,2022,4.0,2023-04-29,2022-12-31,0.041948,0.023418,0.18156,1360096268.94,1.171239,55512641443.55,1246344564.0,1242806484.0
sh.600760,2019,4.0,2020-04-25,2019-12-31,0.106071,0.037058999999999995,0.088982,880550624.51,0.626816,23527804599.88,1400389285.0,398522095.0
sh.600760,2020,4.0,2021-03-30,2020-12-31,0.157162,0.054314999999999995,0.092339,1483666911.9,1.056991,27112908885.08,1400389285.0,1398274228.0
sh.600760,2021,4.0,2022-03-29,2021-12-31,0.15729500000000002,0.049767,0.09761900000000001,1696470620.07,0.864922,33795593592.26,1960544999.0,1959062237.0
sh.600760,2022,4.0,2023-04-18,2022-12-31,0.19009700000000002,0.055601,0.099477,2312888422.84,1.175661,41379702430.03,1960526295.0,1960526295.0
sh.600763,2019,4.0,2020-04-24,2019-12-31,0.298694,0.268063,0.460797,507770416.59,1.444215,1888157196.2,320640000.0,320640000.0
sh.600763,2020,4.0,2021-04-10,2020-12-31,0.250345,0.26101399999999997,0.45165500000000003,544961624.38,1.536382,2082622826.54,320640000.0,320640000.0
sh.600763,2021,4.0,2022-04-28,2021-12-31,0.279402,0.28271399999999997,0.46057200000000004,786150058.12,2.191887,2758494401.31,320640000.0,320640000.0
sh.600763,2022,4.0,2023-04-28,2022-12-31,0.17710599999999999,0.22646799999999997,0.408145,615678057.38,1.7099209999999998,2697403610.35,320640000.0,320640000.0
sh.600795,2019,4.0,2020-04-14,2019-12-31,0.035694,0.042187999999999996,0.175055,4919134935.11,0.095097,114482666334.48,19650397845.0,19650397845.0
sh.600795,2020,4.0,2021-04-20,2020-12-31,0.049263999999999995,0.066201,0.207866,7707170912.62,0.133997,113390740033.83,19650397845.0,19650397845.0
sh.600795,2021,4.0,2022-04-26,2021-12-31,-0.037367000000000004,-0.020322,0.072501,-3417847495.8,-0.10346500000000004,165151404256.3,17835619082.0,17835619082.0
sh.600795,2022,4.0,2023-04-15,2022-12-31,0.062174,0.035636,0.13484100000000002,6866435893.65,0.158372,189599438999.41,17835619082.0,17835619082.0
sh.600803,2019,4.0,2020-03-13,2019-12-31,0.134631,0.087407,0.175905,1183842625.47,0.979899,13335914873.47,1229355783.0,1229355783.0
sh.600803,2020,4.0,2021-03-23,2020-12-31,0.24099,0.088912,0.185205,7833070000.0,0.810375,87572920000.0,2599982463.0,1229355783.0
sh.600803,2021,4.0,2022-03-19,2021-12-31,0.35720100000000005,0.090843,0.167414,10530450000.0,1.4412719999999999,115413070000.0,2845853619.0,1432299755.0
sh.600803,2022,4.0,2023-03-25,2022-12-31,0.360609,0.071889,0.151525,11074070000.0,1.885946,153002140000.0,3098662607.0,1461281888.0
sh.600809,2019,4.0,2020-04-28,2019-12-31,0.28379899999999997,0.17285799999999998,0.719218,2053570996.59,2.2242599999999997,11745201865.4,871528266.0,865848266.0
sh.600809,2020,4.0,2021-04-27,2020-12-31,0.357553,0.22272399999999998,0.721546,3115861803.03,3.533143,13848044783.54,871528266.0,865848266.0
sh.600809,2021,4.0,2022-04-28,2021-12-31,0.42509399999999997,0.269875,0.749107,5389669218.87,4.355011,19808265065.53,1220114372.0,1215351572.0
sh.600809,2022,4.0,2023-04-28,2022-12-31,0.443079,0.31117,0.7535689999999999,8156973370.08,6.635544,26213860718.3,1220073422.0,1217713022.0
sh.600837,2019,4.0,2020-03-27,2019-12-31,0.07807599999999999,0.30616,,10540662761.47,0.8279860000000001,34428641199.44,11501700000.0,8092131180.0
sh.600837,2020,4.0,2021-03-31,2020-12-31,0.077809,0.314947,,12037229305.93,0.832458,38219828310.55,13064200000.0,8092131180.0
sh.600837,2021,4.0,2022-03-30,2021-12-31,0.08102999999999999,0.318197,,13747862423.59,0.981807,43205467448.92,13064200000.0,8482678055.0
sh.600837,2022,4.0,2023-03-31,2022-12-31,0.039944,0.200251,,5196150011.14,0.5010140000000001,25948187501.48,13064200000.0,8873381180.0
sh.600845,2019,4.0,2020-04-22,2019-12-31,0.128571,0.135037,0.300365,924872338.93,0.7711020000000001,6833561965.6,1140370252.0,833078779.0
sh.600845,2020,4.0,2021-04-13,2020-12-31,0.181308,0.142899,0.291312,1360078975.63,1.125652,9513073328.05,1155438821.0,836369810.0
sh.600845,2021,4.0,2022-03-29,2021-12-31,0.223171,0.16231900000000002,0.325194,1908767177.95,1.19649,11751729607.77,1520141976.0,1091524620.0
sh.600845,2022,4.0,2023-04-05,2022-12-31,0.2305780000000001,0.171203,0.330371,2251301169.25,1.106117,13140340671.88,1976180107.0,1437462400.0
sh.600884,2019,4.0,2020-04-27,2019-12-31,0.023951,0.043219,0.21204099999999998,375134644.3,0.24030700000000002,8497223356.06,1122764986.0,1122764986.0
sh.600884,2020,4.0,2021-04-06,2020-12-31,0.011391,0.024968,0.184187,205134014.62,0.08476900000000001,8107078733.6,1628009229.0,1628009229.0
sh.600884,2021,4.0,2022-04-20,2021-12-31,0.21315100000000006,0.172485,0.250266,3570326443.15,1.5584790000000002,20363499549.58,2142919938.0,1654517172.0
sh.600884,2022,4.0,2023-04-20,2022-12-31,0.128211,0.130193,0.240269,2825400899.99,1.188734,21348465802.78,2263973358.0,1757236492.0
sh.600886,2019,4.0,2020-04-18,2019-12-31,0.12181900000000001,0.20575900000000005,0.390771,8731062250.95,0.700773,42175739588.68,6786023347.0,6786023347.0
sh.600886,2020,4.0,2021-04-29,2020-12-31,0.125914,0.248629,0.448655,9776180134.06,0.7918069999999999,39166483200.0,6965873347.0,6965873347.0
sh.600886,2021,4.0,2022-04-29,2021-12-31,0.049388,0.118486,0.292581,5175672345.18,0.326916,43202839200.0,7454179797.0,6965873347.0
sh.600886,2022,4.0,2023-04-29,2022-12-31,0.076989,0.15211,0.32042,7679930285.85,0.5472600000000001,50085570000.0,7454179797.0,6965873347.0
sh.600887,2019,4.0,2020-04-29,2019-12-31,0.256585,0.077222,0.37348899999999996,6950726155.12,1.137358,89509018156.11,6096378858.0,5906591662.0
sh.600887,2020,4.0,2021-04-29,2020-12-31,0.25048899999999996,0.073546,0.359687,7098938695.41,1.163671,95345172652.74,6082624833.0,5930237087.0
sh.600887,2021,4.0,2022-04-28,2021-12-31,0.222939,0.079278,0.306211,8732025624.25,1.360115,108462499421.95,6400130918.0,5960286287.0
sh.600887,2022,4.0,2023-04-28,2022-12-31,0.192517,0.07594400000000001,0.32257600000000003,9318205866.77,1.473755,121148598078.45,6399345318.0,6307988972.0
sh.600893,2019,4.0,2020-04-18,2019-12-31,0.039094,0.043985,0.16686800000000002,1108876970.31,0.4788810000000001,24915484123.37,2249844450.0,1947726550.0
sh.600893,2020,4.0,2021-03-31,2020-12-31,0.035375,0.040725,0.149738,1166076840.43,0.429918,28265525306.12,2665594238.0,2108139305.0
sh.600893,2021,4.0,2022-04-09,2021-12-31,0.032293,0.036101999999999995,0.12493699999999999,1231146555.97,0.445536,33665213210.77,2665594238.0,2329032150.0
sh.600893,2022,4.0,2023-03-31,2022-12-31,0.033426,0.036444,0.10822000000000001,1351959130.67,0.475609,36570288817.04,2665594238.0,2469979835.0
sh.600900,2019,4.0,2020-04-30,2019-12-31,0.147703,0.432438,0.62511,21567447100.19,0.97925,49793366227.87,22000000000.0,22000000000.0
sh.600900,2020,4.0,2021-04-30,2020-12-31,0.16353,0.458718,0.633987,26506261798.82,1.1563649999999999,57225317818.15,22741859230.0,22741859230.0
sh.600900,2021,4.0,2022-04-30,2021-12-31,0.148779,0.47596099999999997,0.620584,26485443861.49,1.15527,54640088714.6,22741859230.0,22741859230.0
sh.600900,2022,4.0,2023-04-28,2022-12-31,0.11626700000000001,0.41584899999999997,0.572941,21649297506.43,0.9369959999999999,50840661616.18,22741859230.0,22741859230.0
sh.600905,2022,4.0,2023-04-29,2022-12-31,0.0981,0.352043,0.583986,8382902166.89,0.250021,23594235599.29,28619530000.0,8571000000.0
sh.600905,2021,4.0,2022-04-28,2021-12-31,0.1019,0.393061,0.584064,6086196984.23,0.197486,15158696562.39,28571000000.0,8571000000.0
sh.600905,2020,4.0,2021-04-26,2020-12-31,0.08984,0.348339,0.5768800000000001,3941435042.14,0.18055,11314998780.79,20000000000.0,
sh.600918,2022,4.0,2023-03-31,2022-12-31,0.015955,0.075436,,703403701.84,0.084695,9324533356.02,6968625756.0,2609069526.0
sh.600918,2021,4.0,2022-03-30,2021-12-31,0.092662,0.250909,,3299365955.94,0.4592020000000001,13149669222.3,6968625756.0,2609069526.0
sh.600918,2020,4.0,2021-04-24,2020-12-31,0.075171,0.24934800000000001,,2581305568.26,0.362381,10352224019.84,6968625756.0,696862576.0
sh.600918,2019,4.0,2020-04-28,2019-12-31,0.068598,0.236276,,2293997728.26,0.358665,,6271763180.0,
sh.600919,2022,4.0,2023-04-26,2022-12-31,0.126658,0.37341399999999997,,26351988000.0,1.718794,70570422000.0,14769656700.0,14688054767.0
sh.600919,2021,4.0,2022-04-13,2021-12-31,0.10638,0.320038,,20409260000.0,1.333437,63771353000.0,14769628784.0,14679866951.0
sh.600919,2020,4.0,2021-04-29,2020-12-31,0.096939,0.300228,,15619743000.0,1.020051,52026195000.0,14769606643.0,14655364365.0
sh.600919,2019,4.0,2020-04-11,2019-12-31,0.114469,0.33263200000000004,,14959779000.0,1.266283,44974014000.0,11544499981.0,11405777258.0
sh.600926,2022,4.0,2023-04-26,2022-12-31,0.123824,0.354655,,11679330000.0,1.96944,32931506000.0,5930278337.0,5066821084.0
sh.600926,2021,4.0,2022-04-16,2021-12-31,0.108358,0.31542,,9261019000.0,1.561656,29360874000.0,5930255051.0,5060452059.0
sh.600926,2020,4.0,2021-04-28,2020-12-31,0.099527,0.287694,,7136450000.0,1.203408,24805677000.0,5930200432.0,5041360267.0
sh.600926,2019,4.0,2020-04-30,2019-12-31,0.110303,0.308384,,6602123000.0,1.286913,21408739000.0,5130200432.0,4686183095.0
sh.600941,2022,4.0,2023-03-24,2022-12-31,0.103127,0.134001,0.277827,125594000000.0,5.872771,812100000000.0,21362826764.0,480754867.0
sh.600941,2021,4.0,2022-03-24,2021-12-31,0.101491,0.136863,0.288064,116095000000.0,5.4376440000000015,751409000000.0,21321182897.0,470385000.0
sh.600958,2022,4.0,2023-03-31,2022-12-31,0.042548,0.160734,,3010331868.43,0.354323,18728628979.84,8496645292.0,7469482864.0
sh.600958,2021,4.0,2022-03-31,2021-12-31,0.08640700000000001,0.220478,,5373139220.06,0.768053,24370394956.99,6993655803.0,5966575803.0
sh.600958,2020,4.0,2021-03-31,2020-12-31,0.047701,0.11765199999999999,,2721763792.52,0.389351,23797074071.78,6993655803.0,5736575803.0
sh.600958,2019,4.0,2020-03-28,2019-12-31,0.046073,0.130103,,2478738856.26,0.348184,19052097313.75,6993655803.0,5677360540.0
sh.600989,2022,4.0,2023-03-10,2022-12-31,0.195231,0.22168600000000002,0.328723,6302502368.25,0.8594290000000001,28256947081.94,7333360000.0,2172890000.0
sh.600989,2021,4.0,2022-03-10,2021-12-31,0.249881,0.30345300000000003,0.42207,7070425862.77,0.964145,23222257891.1,7333360000.0,1994270000.0
sh.600989,2020,4.0,2021-03-11,2020-12-31,0.187717,0.290234,0.450984,4622768043.87,0.630375,15876792122.27,7333360000.0,1994270000.0
sh.600989,2019,4.0,2020-03-16,2019-12-31,0.205314,0.28020500000000004,0.4395270000000001,3801873303.62,0.5184350000000001,13525350027.31,7333360000.0,733360000.0
sh.600999,2022,4.0,2023-03-25,2022-12-31,0.07091499999999999,0.420371,,8079205609.6,0.9282229999999999,19219229958.91,8696526806.0,7422005272.0
sh.600999,2021,4.0,2022-03-28,2021-12-31,0.10671800000000001,0.396135,,11657807877.3,1.339048,29429000000.0,8696526806.0,7422005272.0
sh.600999,2020,4.0,2021-03-27,2020-12-31,0.09950099999999999,0.391465,,9503866922.67,1.091429,24277000000.0,8696526806.0,7422005272.0
sh.600999,2019,4.0,2020-03-28,2019-12-31,0.087861,0.39091,,7313282744.25,1.087018,18708369944.73,6699409329.0,5719008149.0
sh.601006,2022,4.0,2023-04-27,2022-12-31,0.08861799999999999,0.169658,0.19961600000000002,12852917905.0,0.753097,74132643737.0,14866945907.0,14866945907.0
sh.601006,2021,4.0,2022-04-28,2021-12-31,0.09930599999999999,0.175037,0.21826399999999999,13772260086.0,0.819357,77065838119.0,14866908025.0,14866908025.0
sh.601006,2020,4.0,2021-04-29,2020-12-31,0.092804,0.170033,0.194902,12297106356.0,0.732889,70655174762.0,14866791491.0,14866791491.0
sh.601006,2019,4.0,2020-04-29,2019-12-31,0.124054,0.189829,0.227895,15170593288.0,0.919452,78044058291.0,14866791491.0,14866791491.0
sh.601009,2022,4.0,2023-04-29,2022-12-31,0.132615,0.415724,,18543956000.0,1.7796349999999999,44606440000.0,10343718208.0,8818909159.0
sh.601009,2021,4.0,2022-04-16,2021-12-31,0.138951,0.39011999999999997,,15965742000.0,1.584552,40925185000.0,10007089247.0,8482280198.0
sh.601009,2020,4.0,2021-04-30,2020-12-31,0.13523,0.383292,,13210333000.0,1.3091700000000002,34465476000.0,10007016973.0,8482207924.0
sh.601009,2019,4.0,2020-04-30,2019-12-31,0.15123699999999998,0.38735,,12566501000.0,1.4681879999999998,32442262000.0,8482207924.0,8482207924.0
sh.601012,2022,4.0,2023-04-28,2022-12-31,0.270298,0.114442,0.153754,14762832083.83,1.953605,128998111551.18,7581665024.0,7578025229.0
sh.601012,2021,4.0,2022-04-28,2021-12-31,0.220121,0.11211600000000001,0.201929,9073810918.74,1.6785439999999998,80932251148.68,5412952708.0,5412832854.0
sh.601012,2020,4.0,2021-04-21,2020-12-31,0.27265300000000003,0.159384,0.246185,8699695922.45,2.2674689999999997,54583183588.46,3771768901.0,3771683291.0
sh.601012,2019,4.0,2020-04-23,2019-12-31,0.239542,0.168924,0.289022,5557163763.15,1.3996629999999999,32897455384.24,3772016757.0,3767549777.0
sh.601021,2022,4.0,2023-04-28,2022-12-31,-0.22127,-0.362748,-0.384919,-3035823226.0,-3.102373,8195357494.0,978548805.0,916462713.0
sh.601021,2021,4.0,2022-04-29,2021-12-31,0.002801,0.0034340000000000004,-0.043533999999999996,37286589.0,0.042677,10640054962.0,916462713.0,916462713.0
sh.601021,2020,4.0,2021-04-30,2020-12-31,-0.040275,-0.063073,-0.064314,-591179147.0,-0.642048,9167080438.0,916462713.0,916462713.0
sh.601021,2019,4.0,2020-04-30,2019-12-31,0.12981600000000001,0.124173,0.11409200000000001,1838189982.0,2.008238,14482689294.0,916727713.0,916462713.0
sh.601066,2022,4.0,2023-03-31,2022-12-31,0.086758,0.27271599999999996,,7517457624.55,0.9678479999999999,27565197901.59,7756694797.0,3811362018.0
sh.601066,2021,4.0,2022-03-31,2021-12-31,0.13877899999999999,0.34263000000000005,,10235063596.23,1.319983,22687197962.58,7756694797.0,3811362018.0
sh.601066,2020,4.0,2021-04-01,2020-12-31,0.15298699999999998,0.408408,,9536685333.06,1.2259639999999998,23350881646.49,7756694797.0,1315000000.0
sh.601066,2019,4.0,2020-03-27,2019-12-31,0.10564000000000001,0.403825,,5529648447.75,0.719515,13693187802.2,7646385238.0,864375185.0
sh.601088,2022,4.0,2023-03-25,2022-12-31,0.180676,0.237002,0.390308,81655000000.0,3.5043379999999997,423067000000.0,19868519955.0,16491037955.0
sh.601088,2021,4.0,2022-03-26,2021-12-31,0.136403,0.17707699999999998,0.330426,59359000000.0,2.5300830000000003,415970000000.0,19868519955.0,16491037955.0
sh.601088,2020,4.0,2021-03-27,2020-12-31,0.11001,0.202625,0.404007,47265000000.0,1.969369,292874000000.0,19889620455.0,16491037955.0
sh.601088,2019,4.0,2020-03-28,2019-12-31,0.12726400000000002,0.213089,0.407147,51540000000.0,2.174501,241871000000.0,19889620455.0,16491037955.0
sh.601100,2022,4.0,2023-04-25,2022-12-31,0.21467600000000006,0.286561,0.405533,2348854639.27,1.7946939999999998,8166568113.29,1305360000.0,1305360000.0
sh.601100,2021,4.0,2022-04-26,2021-12-31,0.326311,0.289934,0.4401310000000001,2699058368.28,2.0634919999999997,9295460946.24,1305360000.0,1305360000.0
sh.601100,2020,4.0,2021-04-27,2020-12-31,0.349506,0.28787199999999996,0.440989,2261248560.35,1.726631,7837923674.63,1305360000.0,1305360000.0
sh.601100,2019,4.0,2020-04-30,2019-12-31,0.255899,0.23977600000000002,0.377653,1298150050.61,1.469614,5391764704.43,882000000.0,882000000.0
sh.601111,2022,4.0,2023-03-31,2022-12-31,-0.9085700000000001,-0.8540260000000001,-0.565521,-45175914000.0,-2.658863,52897584000.0,14524815185.0,9962131821.0
sh.601111,2021,4.0,2022-03-31,2021-12-31,-0.239484,-0.252636,-0.151773,-18829370000.0,-1.145785,74531670000.0,14524815185.0,9962131821.0
sh.601111,2020,4.0,2021-03-31,2020-12-31,-0.168444,-0.22764600000000002,-0.088158,-15822217000.0,-0.9920559999999999,67303261000.0,14524815185.0,9962131821.0
sh.601111,2019,4.0,2020-04-01,2019-12-31,0.068643,0.053252999999999995,0.168415,7252046000.0,0.441216,136180690000.0,14524815185.0,9448653003.0
sh.601117,2022,4.0,2023-03-28,2022-12-31,0.10713800000000001,0.036635,0.093372,5777952761.22,0.8863639999999999,157253982719.77,6109470588.0,5696569412.0
sh.601117,2021,4.0,2022-04-28,2021-12-31,0.10793,0.036447,0.09490499999999999,5003831512.0,0.7584,136715662858.16,6109470588.0,4933000000.0
sh.601117,2020,4.0,2021-04-29,2020-12-31,0.100513,0.035102,0.110176,3842161678.09,0.7417060000000001,109030089137.99,4933000000.0,4933000000.0
sh.601117,2019,4.0,2020-04-24,2019-12-31,0.090063,0.031724,0.107985,3287263412.45,0.6205970000000001,103174519698.8,4933000000.0,4933000000.0
sh.601138,2022,4.0,2023-03-15,2022-12-31,0.161778,0.039238,0.07262300000000001,20083889000.0,1.010749,510534025000.0,19859592893.0,19795496215.0
sh.601138,2021,4.0,2022-03-23,2021-12-31,0.179513,0.045557,0.08307300000000001,20024736000.0,1.007283,438344873000.0,19865070441.0,19742555075.0
sh.601138,2020,4.0,2021-03-30,2020-12-31,0.180599,0.04036,0.08352899999999999,17426692000.0,0.8772129999999999,430765749000.0,19870645425.0,2896387275.0
sh.601138,2019,4.0,2020-03-31,2019-12-31,0.23031,0.045525,0.08379500000000001,18606048000.0,0.937111,408100651000.0,19854831899.0,1838814023.0
sh.601155,2022,4.0,2023-04-01,2022-12-31,0.023467,0.013732,0.20034100000000002,1585452714.0,0.617937,114106700973.0,2255622856.0,2255622856.0
sh.601155,2021,4.0,2022-03-31,2021-12-31,0.22926300000000002,0.08179,0.204453,13759627550.0,5.574218,166087362620.0,2260063539.0,2257012839.0
sh.601155,2020,4.0,2021-03-27,2020-12-31,0.34275700000000003,0.113186,0.234979,16465726156.0,6.76311,143013199126.0,2255737186.0,2249528986.0
sh.601155,2019,4.0,2020-03-28,2019-12-31,0.367205,0.155275,0.326449,13329902604.0,5.607255,84377191252.0,2256724186.0,2246355186.0
sh.601166,2022,4.0,2023-03-31,2022-12-31,0.127773,0.415579,,92414000000.0,4.398569999999999,378208000000.0,20774252928.0,20774252928.0
sh.601166,2021,4.0,2022-03-25,2021-12-31,0.12722999999999998,0.378853,,83816000000.0,3.9799379999999998,391096000000.0,20774190751.0,19615250551.0
sh.601166,2020,4.0,2021-03-31,2020-12-31,0.115176,0.333179,,67681000000.0,3.207153,,20774190751.0,19615250551.0
sh.601166,2019,4.0,2020-04-29,2019-12-31,0.13078,0.36789299999999997,,66702000000.0,3.170665,181308000000.0,20774190751.0,19052336751.0
sh.601169,2022,4.0,2023-04-08,2022-12-31,0.082051,0.376154,,24930000000.0,1.171074,66276000000.0,21142984272.0,21142984272.0
sh.601169,2021,4.0,2022-04-30,2021-12-31,0.086437,0.337865,,22392000000.0,1.051223,66275000000.0,21142984272.0,21142984272.0
sh.601169,2020,4.0,2021-04-30,2020-12-31,0.10078200000000001,0.336646,,21646000000.0,1.016129,64299000000.0,21142984272.0,21142984272.0
