date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600009,46.9200,-45.081995,2.955320,20.057925,26.153783
2023-07-06,sh.600009,46.2800,-44.467066,2.915009,19.784330,25.797039
