date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600085,55.8000,49.398242,6.217483,4.620758,40.252376
2023-07-06,sh.600085,53.4400,47.308998,5.954521,4.425328,38.549946
