code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600030,2021-03-19,2020-12-31,0.086809,0.285321,,15516541054.750000,1.152826,54382730241.560000,12926776029.00,9814661700.00
