date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600018,5.2100,7.938876,1.047314,3.730808,25.583526
2023-07-06,sh.600018,5.1700,7.877925,1.039274,3.702164,25.387108
