date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2021-03-22,sh.601012,80.0500,37.037070,9.305947,6.856447,32.836822
2021-03-23,sh.601012,78.5700,36.352312,9.133894,6.729682,32.229720
