code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600019,2020-04-29,2019-12-31,0.070026,0.046191,0.108791,13469014497.360000,0.557734,291593978707.950000,22274460375.00,22101086925.00
