date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600025,7.0400,18.465646,2.285762,6.053724,140.928206
2023-07-06,sh.600025,6.9900,18.334498,2.269528,6.010728,139.927295
