code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600061,2022-03-31,2021-12-31,0.100888,4.456413,0.003177,5308187406.330000,0.745929,15527995652.280000,6425301287.00,6425301287.00
