code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600011,2021-03-24,2020-12-31,0.041451,0.033662,0.174445,5703720485.000000,0.290799,161787916193.000000,15698093359.00,10997709919.00
