code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600039,2020-04-30,2019-12-31,0.115012,0.032197,0.109718,1697575703.980000,0.471362,52566654729.470000,3610525510.00,3457072825.00
