date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600010,1.9100,-112.603569,1.642316,1.254238,-43.018216
2023-07-06,sh.600010,1.8500,-109.066284,1.590725,1.214837,-41.666859
