code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600048,2020-04-16,2019-12-31,0.201184,0.159172,0.349607,37553966244.680000,2.343064,235037758091.400000,11932675162.00,11932675162.00
