date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600050,4.8300,20.388768,0.979732,0.423015,6.653751
2023-07-06,sh.600050,4.8100,20.304343,0.975675,0.421263,6.626200
