date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600030,20.1500,13.886345,1.220429,4.577436,-7.332764
2023-07-06,sh.600030,20.0500,13.817431,1.214372,4.554719,-7.296373
