code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600030,2020-03-20,2019-12-31,0.077700,0.293197,,12648436451.780000,1.009219,43139697642.010000,12116908400.00,9814661700.00
