code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600085,2023-03-28,2022-12-31,0.127071,0.143074,0.488036,2199390811.720000,1.039623,18320371800.000000,1371470262.00,1371470262.00
