code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600036,2021-03-20,2020-12-31,0.145825,0.337229,,97959000000.000000,3.859738,290482000000.000000,25219845601.00,20628944429.00
