date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600015,5.3900,3.395538,0.322952,0.923126,-1.871650
2023-07-06,sh.600015,5.3200,3.351440,0.318758,0.911137,-1.847343
