code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600030,2023-03-31,2022-12-31,0.092225,0.340490,,22168787078.680000,1.438369,65108507999.210000,14820546829.00,11366683345.00
