date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2023-07-05,sh.600048,12.6400,8.162396,0.796527,0.526206,12.220059
2023-07-06,sh.600048,12.8400,8.291548,0.809130,0.534532,12.413414
