code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600015,2022-04-30,2021-12-31,0.081309,0.249327,,23903000000.000000,1.529516,95870000000.000000,15387223983.00,12822686653.00
